,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
5,dementia,1997,The New York Times,"Paid Notice: Deaths  HECKLER, DAVID","Paid Notice: Deaths  HECKLER, DAVID",,"HECKLER-David. December 1, 1997. Beloved husband of Marion and the late Annabelle. Loving father of Henry and Charles. Dear brother of Max. Devoted step father of Leslie and Gary Granoff, JoAnn and David Small and Ellen and James Franco. Adoring grandfather of Annabelle and Paul Heckler, Stephen, Robert and Joshua Granoff, Jonathan and Sarah Small and Benjamin and Matthew Franco. Service Wednesday 10:30 A.M., at ''The Riverside'', 76 Street and Amsterdam Avenue. Contributions in his memory to: Aging Dementia Research Center, C/O NYU Medical Center, NYC.","[{'name': 'persons', 'value': 'Heckler, David', 'rank': 1, 'major': 'N'}]"
7,dementia,1997,The New York Times,IS IT ART?,IS IT ART?,"Museum of Modern Art will exhibit works of Willem de Kooning executed while artist was in advanced stages of Alzheimer's disease; pictures have been panned by some critics, but many artists have done memorable work with handicaps (S)","1. This week the Museum of Modern Art opens ''Willem de Kooning: The Late Paintings, the 1980's,'' work executed while the artist was in the advanced stages of what is believed to be Alzheimer's disease. 2. The pictures were panned in San Francisco; one critic said they consist of ''big loopy ga-ga strokes.'' 3. Maybe so, but plenty of artists have done just fine with handicaps. Monet painted the water lily series at a time when cataracts and eye surgery affected his vision. 4. 'Style,' neurologically, is the deepest part of one's being,'' Oliver Sacks has written, ''and may be preserved, almost to the last, in a dementia.'' 5. Now 92, de Kooning is under round-the-clock supervision at his Long Island home. Visitors say he no longer recognizes anyone and seldom speaks.","[{'name': 'organizations', 'value': 'Museum of Modern Art', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'de Kooning, Willem', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 4, 'major': 'N'}]"
15,dementia,1997,The New York Times,Technology Helps Find Wanderers,Technology Helps Find Wanderers,Dozens of devices are developed to find Alzheimer's patients who wander off or to prevent them from wandering; other systems are being devised that harness satellite and Internet technologies; most widely used system for retrieving wanders is Safe...,"NIGHT was falling over the mountains around King, N.C., when Greg Pratt, chief of the Stokes County Mountain Rescue Team, learned that an elderly man suffering from dementia had wandered away from his home. The March temperature was headed toward freezing. ''It used to be, it would take us hours to find a wanderer in these woods, bloodhounds and all,'' Mr. Pratt said. ''This time it took 12 minutes.''","[{'name': 'organizations', 'value': ""ALZHEIMER'S ASSOCIATION"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMPUTERS AND INFORMATION SYSTEMS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNET AND WORLD WIDE WEB', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Missing Persons', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Identification Devices', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Satellites', 'rank': 7, 'major': 'N'}]"
51,dementia,1997,The New York Times,"Final Days, at Home","Final Days, at Home","People who take on exhausting job of caring for dying family members at home must balance intensity of death with mundane, endless nursing chores; medical advances are helping sick to linger longer, putting further strain on care givers, majority ...","JOHN CLAUSE always urged his children to settle close to his Hasbrouck Heights home and, with his generosity and jokes, made them want to. Now dying of Parkinson's disease, suffering the effects of strokes and dementia, bedridden and unable to remember his wife's or daughters' names, he is still the center of the home and the focus of the family.","[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]"
58,dementia,1997,The New York Times,Special Therapy for Elderly,Special Therapy for Elderly,"Letter from Daniel A Reingold, executive vice president of Hebrew Home for the Aged at Riverdale, says many senior centers will need help accommodating complex care needs of frail elders and people with Alzheimer's disease and other dementia disor...",To The Home Section:,"[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Reingold, Daniel A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]"
0,dementia,1998,The New York Times,"Paid Notice: Deaths  HERSHEY, PHILIP","Paid Notice: Deaths  HERSHEY, PHILIP",,"HERSHEY-Philip. Age 85. Husband of the late Faye, father of Nancy Lord and Edward Hershey, grandfather of Rebecca Hershey and Jonathan and Alexander Lord. Longtime executive New York State Department of Labor; Adjunct Professor of Mathematics, City University of New York; Honored volunteer in myriad programs in Broward County, Florida. If you are so inclined please contribute to Silberstein Aging and Dementia Research Center at New York University Medical Center in his memory. Graveside services, Monday 1:45 PM at Mt. Hebron Cemetery, Flushing, New York.","[{'name': 'persons', 'value': 'Hershey, Philip', 'rank': 1, 'major': 'N'}]"
1,dementia,1998,The New York Times,"Paid Notice: Deaths  PORT, JEFFREY DAVID","Paid Notice: Deaths  PORT, JEFFREY DAVID",,"PORT-Jeffrey David. 38, of Boca Raton, FL, formerly of Woodbury, NY, died January 3, 1998 of Aids Dementia Complex. Beloved son of Nathaniel and Rose Port; loving brother of Dr. Michael and Jacqueline Port. Devoted uncle of William, Lindsey, Allison and Tyler. In lieu of flowers, family requests donations to be made in his name to ''A.M.F.A.R.'', American Foundation for Aids Research in New York City. Services will be held 2:15 PM, January 5, 1998 at Star of David Memorial Chapel & Cemetery, North Lauderdale, FL.","[{'name': 'persons', 'value': 'Port, Jeffrey David', 'rank': 1, 'major': 'N'}]"
2,dementia,1998,The New York Times,"Paid Notice: Deaths  SILBERSTEIN, SYLVIA","Paid Notice: Deaths  SILBERSTEIN, SYLVIA",,"SILBERSTEIN-Sylvia, philanthropist, talented artist, and dedicated wife, mother, grandmother and friend, passed away Thursday, Dec. 17, 1998. Born in Hammond, Indiana on December 2, 1915, to Samuel & Jennie Kleinberg Levin, Sylvia was an alumni of Indiana University where she met her husband and fellow alumni William Silberstein. They subsequently married in 1937, and lived in Hammond until 1950. She and her family moved to Scarsdale in 1950 and to Rye, New York in 1968. Sylvia will be most remembered for her great sense of humor, buoyant spirit and constant smile. Her charm was contagious and she was adored by her many friends. Sylvia was noted for her culinary expertise, her love of classical music, the theater, tennis & was often consulted for her vast knowledge of travel due to her extensive world travel. Sylvia was a longstanding member of the Quaker Ridge Golf Club since 1955. She possessed sound business acumen and helped her husband found Sealectro Corporation in Mamaroneck, New York. She was also very active in the creation of various philanthropic programs. In 1984, Sylvia and her husband established the first fully endowed athletic scholarship at Indiana University and thereafter two additonal endowed athletic scholarships. Their other philanthropic endeavors include the William & Sylvia Silberstein Aging and Dementia Research Center at New York University Medical Center, the William & Sylvia Silberstein Cardiac Center at White Plains Hospital Center, and most recently, the William and Sylvia Silberstein Pavilion at White Plains Hospital Center. Sylvia supported many other charities including Cystic Fibrosis and U.J.A. amongst others. Her generous philosophy was apparent during World War II when she was President of Hammond, Indiana chapter of B'nai B'rith and she established a welcoming committee for all servicemen's trains providing food and other nourishment to them. Sylvia is survived by her husand, William of Rye, New York, her daughter Betsy Levinson of Stamford, Connecticut; her son Bruce and his wife, Carolyn, of New York City; her son, Sigmund of Boca Raton, Florida, and six loving grandchildren, Beth, Lori and Debra, Jill, Michael and Matthew; and a sister, Arlene Pascal of Highland Park, Illinois. Contributions in her memory may be made to the Silberstein Cardiac Center at White Plains Hospital Center, or The Silberstein Aging and Dementia Center at New York University Medical Center. A service will be held at 12:00 Noon on Friday, December 18th, at the Congregation Emanu-el, 2125 Westchester Avenue East, Rye, New York.","[{'name': 'persons', 'value': 'Silberstein, Sylvia', 'rank': 1, 'major': 'N'}]"
3,dementia,1998,The New York Times,Patient Arrested in Molestation at Hospital,Patient Arrested in Molestation at Hospital,"William Green, patient at Coler-Goldwater Memorial Hospital in New York City, is charged with sexually molesting two comatose women; Green, who suffers from dementia, has record of 44 arrests dating to 1958, and was arrested this month in sexual a...",A 57-year-old patient at a city hospital on Roosevelt Island was arrested Friday night and accused of sexually molesting two comatose women in their beds.,"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'COLER-GOLDWATER MEMORIAL HOSPITAL', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'GREEN, WILLIAM', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coma', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 7, 'major': 'N'}]"
6,dementia,1998,The New York Times,Good Nights for Alzheimer's Patients and Helpers,Good Nights for Alzheimer's Patients and Helpers,"Hebrew Home for Aged in Riverdale section of Bronx offers unusual program that keeps Alzheimer's patients occupied at night while relatives who care for them get rest; because Alzheimer's is degenerative brain disease that leads to dementia, many ...","Lucille first noticed that her husband, Sonny, was slipping when he wrote checks. He would fill in the amount on the line for the date, and vice versa. But he did not want her to see him do it. And he denied that anything was wrong.","[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sleep', 'rank': 3, 'major': 'N'}]"
7,dementia,1998,The New York Times,Alzheimer's Gene Test: Facing the Answers,Alzheimer's Gene Test: Facing the Answers,"Profile of Janet Walsh, founder of Long Island Alzheimer's Foundation, whose father and other relatives had disease; genetic testing shows Walsh has high chance of getting Alzheimer's; photo (M)","WHEN Janet Walsh was 14 her father began showing signs of dementia. Four years later, at 62, he was given a diagnosis of Alzheimer's disease, considered a ''rare'' brain disorder in 1975.","[{'name': 'persons', 'value': 'Walsh, Janet', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 4, 'major': 'N'}]"
14,dementia,1998,The New York Times,Lives; Last Communion,Lives; Last Communion,"Nancy Cobb describes her reluctance to speed up death of mother, who was stricken with Alzheimer's disease and who she believes took her own life by steadfastly refusing to eat in final act of will (M)","My mother knew she had alzheimer's disease long before it was diagnosed, her symptoms an eerie reprise of my father's dementia a scant decade earlier.","[{'name': 'persons', 'value': 'Cobb, Nancy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MERCY DEATH (EUTHANASIA)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 6, 'major': 'N'}]"
25,dementia,1998,The New York Times,Think Tank; Banishing Racial Strife on the Wings of Love,Think Tank; Banishing Racial Strife on the Wings of Love,"Judith Miller comments on race relations in America, in light of assertion by Sen Jay Billington Bulworth, character in new Warren Beatty film Bulworth, that only way to end racism in America is for races to disappear through intermarriage; observ...","When Senator Jay Billington Bulworth, played by Warren Beatty, is at the climax of his truth-telling dementia, he experiences a political epiphany: The only way to end racism in America, Bulworth tells millions of presumably shocked Americans on national television, is for the races to disappear through intermarriage. If America cannot bring itself to be colorblind, then let there be no colors.","[{'name': 'persons', 'value': 'Beatty, Warren', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Marriages', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Bulworth (Movie)', 'rank': 6, 'major': 'N'}]"
0,dementia,1999,The New York Times,"Dementia, Or Simply Old Age? A Guidebook","Dementia, Or Simply Old Age? A Guidebook","American Medical Association publishes booklet on diagnosing, managing and treating dementia, a condition that it says afflicts 35 percent to 45 percent of people over 85 to at least some degree (M)","Dementia strikes four million Americans every year, according to the American Medical Association, sapping their memories and their ability to live independently.","[{'name': 'organizations', 'value': 'AMERICAN MEDICAL ASSN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 4, 'major': 'N'}]"
