,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
58,Alzheimer,2019,The New York Times,How Exercise May Help Keep Our Memory Sharp,Be Kind to Your Brain. Work Out.,"Irisin, a hormone that is released during exercise, may improve brain health and lessen the damage that occurs during Alzheimer’s disease.","A hormone that is released during exercise may improve brain health and lessen the damage and memory loss that occur during dementia, a new study finds. The study, which was published this month in Nature Medicine, involved mice, but its findings could help to explain how, at a molecular level, exercise protects our brains and possibly preserves memory and thinking skills, even in people whose pasts are fading.","[{'name': 'subject', 'value': 'Animal Cognition', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 7, 'major': 'N'}]"
62,Alzheimer,2019,The New York Times,Germs in Your Gut Are Talking to Your Brain. Scientists Want to Know What They’re Saying.,Beyond a Gut Feeling,"The body’s microbial community may influence the brain and behavior, perhaps even playing a role in dementia, autism and other disorders.","In 2014 John Cryan, a professor at University College Cork in Ireland, attended a meeting in California about Alzheimer’s disease. He wasn’t an expert on dementia. Instead, he studied the microbiome, the trillions of microbes inside the healthy human body.","[{'name': 'subject', 'value': 'Microbiology', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Digestive Tract', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bacteria', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Epilepsy', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Antibiotics', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Emotions', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Autism', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Probiotics', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'California Institute of Technology', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'Michigan State University', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'University of California, Los Angeles', 'rank': 16, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Chicago', 'rank': 17, 'major': 'N'}, {'name': 'persons', 'value': 'van Leeuwenhoek, Antonie (1632-1723)', 'rank': 18, 'major': 'N'}, {'name': 'persons', 'value': 'Cryan, John F', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 20, 'major': 'N'}]"
63,Alzheimer,2019,The New York Times,Study Offers Hint of Hope for Staving Off Dementia in Some People,Study on Treating High Blood Pressure Raises Hopes for Fighting Dementia,People who received intensive treatment for hypertension were less likely to develop minor cognitive problems than those receiving standard treatment.,"In dementia research, so many paths have led nowhere that any glimmer of optimism is noteworthy. ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Blood Pressure', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Hypertension', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Williamson, Jeff D', 'rank': 10, 'major': 'N'}]"
76,Alzheimer,2019,The New York Times,"Dementia May Never Improve, but Many Patients Still Can Learn ",Many Dementia Patients Can Still Learn,"In “cognitive rehabilitation,” therapists train patients in simple tasks that can make daily life much easier. ","He was a retired factory worker, living with his wife outside a small town in Wales, in the United Kingdom. Once outgoing and sociable, engaged in local activities including a community choir, he’d been jolted by a diagnosis of early dementia.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Therapy and Rehabilitation', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 5, 'major': 'N'}]"
0,Alzheimer,2020,The New York Times,"In Life, She Defied Alzheimer’s. In Death, Her Brain May Show How.",A Rare Brain’s Secrets,A woman in Colombia with a rare genetic mutation recently made the ultimate donation to science.,"MEDELLÍN, Colombia — Aliria Rosa Piedrahita de Villegas carried a rare genetic mutation that had all but guaranteed she would develop Alzheimer’s disease in her 40s. But only at age 72 did she experience the first symptoms of it. Her dementia was not terribly advanced when she died from cancer on Nov. 10, a month shy of her 78th birthday, in her daughter’s home on a hillside that overlooks the city.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Autopsies', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Piedrahita de Villegas, Aliria Rosa (1942-2020)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Lopera, Francisco', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Antioquia', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Massachusetts General Hospital', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 13, 'major': 'N'}]"
6,Alzheimer,2020,The New York Times,Living in Noisy Neighborhoods May Raise Your Dementia Risk,Mind: Noise May Raise Dementia Risk,"As community noise levels increased, so did the risk of Alzheimer’s disease and other forms of dementia.",Long-term exposure to noise may be linked to an increased risk for Alzheimer’s disease and other forms of dementia.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Noise', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}]"
7,Alzheimer,2020,The New York Times,Why Are TikTok Teens Listening to an Album About Dementia?,,Creepypasta meets esoterica in an ongoing meme.,"As leaves change and temperatures plummet, some TikTok teens have left behind carefree summer content for autumnal meditations on memory and mortality.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'TikTok (ByteDance)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kirby, Leyland James', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Everywhere at the End of Time (Musical Work)', 'rank': 4, 'major': 'N'}]"
9,Alzheimer,2020,The New York Times,Having Dementia Doesn’t Mean You Can’t Vote,Having Dementia Doesn’t Mean You Can’t Vote,"Yes, you can help a cognitively impaired person participate in the election. But heed these two guidelines.",Edward Kozlowski often told his daughter how his father had walked across Siberia to come to America.,"[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Voter Registration and Requirements', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Disabilities', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 12, 'major': 'N'}]"
10,Alzheimer,2020,The New York Times,Excess Weight May Increase Your Risk of Dementia,Brain; Excess Weight and Dementia,Overweight people were about 30 percent more likely to develop dementia.,Being overweight may be linked to an increased risk for dementia.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 4, 'major': 'N'}]"
14,Alzheimer,2020,The New York Times,"With Virtual Reality, Caregivers Can Become Patients","With Virtual Reality, Caregivers Can Walk in Their Patients’ Shoes",Carrie Shaw’s struggle with her mother’s dementia led her to create a company that allows users to experience the struggles of growing older.,"This article is part of our continuing Fast Forward series, which examines technological, economic, social and cultural shifts that happen as businesses evolve.","[{'name': 'subject', 'value': 'Virtual Reality (Computers)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Entrepreneurship', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Shaw, Carrie (1988- )', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Embodied Labs Inc', 'rank': 7, 'major': 'N'}]"
16,Alzheimer,2020,The New York Times,"‘Amazing, Isn’t It?’ Long-Sought Blood Test for Alzheimer’s in Reach",Blood Test Is ‘Big Step Forward’ In Early Detection of Alzheimer’s ,"Scientists say such tests could be available in a few years, speeding research for treatments and providing a diagnosis for dementia patients who want to know if they have Alzheimer’s disease.","A newly developed blood test for Alzheimer’s has diagnosed the disease as accurately as methods that are far more expensive or invasive, scientists reported on Tuesday, a significant step toward a longtime goal for patients, doctors and dementia researchers. The test has the potential to make diagnosis simpler, more affordable and widely available.","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Eli Lilly and Company', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Lund University', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'University of California, San Francisco', 'rank': 12, 'major': 'N'}]"
17,Alzheimer,2020,The New York Times,Gum Disease Tied to Alzheimer’s Disease Risk,Mind: Bad Gums and Dementia Risk,Severe gingivitis with tooth loss was associated with an increased risk of Alzheimer’s disease and other forms of dementia.,"Severe gum disease and tooth loss may be linked to an increased risk for developing dementia, a new study has found.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Teeth and Dentistry', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Gums (Mouth)', 'rank': 4, 'major': 'N'}]"
18,Alzheimer,2020,The New York Times,Dementia on the Retreat in the U.S. and Europe,"Rates of Dementia Are in a Steady Decline in the U.S. and Europe, a Study Finds","Rates of dementia have steadily fallen over the past 25 years, a new study finds. But the disease is increasingly common in some parts of the world.","Despite the lack of effective treatments or preventive strategies, the dementia epidemic is on the wane in the United States and Europe, scientists reported on Monday.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blood Pressure', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 8, 'major': 'N'}]"
19,Alzheimer,2020,The New York Times,5 Measures That May Lower Your Alzheimer’s Risk,5 Steps to Cut Alzheimer’s Risk,"Exercise, not smoking, moderate drinking, a Mediterranean diet and mentally stimulating activities were linked to a lower Alzheimer’s risk.","Five behaviors are associated with a lower risk for Alzheimer’s disease, a new study in Neurology suggests, and the more of them you follow, the lower your risk.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}]"
22,Alzheimer,2020,The New York Times,Trump Says He ‘Aced’ a Cognitive Test. What Does That Really Mean?,,"Experts say one popular test that the president might have taken is by no means definitive, or even diagnostic.","In recent interviews, President Trump has been boasting about a cognitive test that he took recently and “aced.” It’s not the first time — he made similar remarks in January 2018. But he once again has not said what test he took, or what his score was, making it difficult to know what to make of his claims.","[{'name': 'persons', 'value': 'Trump, Donald J', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-elections', 'rank': 12, 'major': 'N'}]"
23,Alzheimer,2020,The New York Times,Daily Aspirin Does Not Lower Alzheimer’s Risk,Mind: Daily Aspirin and Alzheimer’s,Older men and women who took low-dose aspirin did not show improvements in memory or a lower risk of dementia.,"There is good evidence that a daily baby aspirin reduces the risk for heart disease and stroke, and some have thought its inflammation-lowering effect might also help in delaying cognitive decline. But taking a daily low-dose aspirin did not appear to be effective in lowering the risk of Alzheimer’s disease or other forms of dementia, a new study reports.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Aspirin', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 4, 'major': 'N'}]"
24,Alzheimer,2020,The New York Times,Why Fruits and Vegetables May Lower Alzheimer’s Risk,Mind: Flavonols to Fight Alzheimer’s,"Flavonols, found in fruits and vegetables, were tied to a lower risk of Alzheimer’s disease.","Flavonols, a large class of compounds found in most fruits and vegetables, may be associated with a reduced risk for Alzheimer’s disease. Flavonols are known to have antioxidant and anti-inflammatory effects, and animal studies have suggested they may improve memory and learning.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}]"
25,Alzheimer,2020,The New York Times,Moderate Drinking Tied to Lower Levels of Alzheimer’s Brain Protein,Mind: Drinking and Alzheimer’s,"Compared with abstainers, those who drank up to 13 standard drinks a week had a 66 percent lower rate of beta amyloid deposits in their brains.","Moderate alcohol consumption is associated with reduced levels of beta amyloid, the protein that forms the brain plaques of Alzheimer’s disease, a new study suggests.","[{'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}]"
26,Alzheimer,2020,The New York Times,Eating Fish May Protect the Brain From Pollutants,"Eat: Fish, Pollution and Protection","Women with the highest levels of omega-3s, found in fish, had less brain shrinkage tied to air pollution.","Eating fish could help protect the brain against the detrimental effects of air pollution, a new study suggests.","[{'name': 'subject', 'value': 'Omega-3 Fatty Acids', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Oils and Fats', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Air Pollution', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 8, 'major': 'N'}]"
27,Alzheimer,2020,The New York Times,An Alzheimer’s Treatment Fails: ‘We Don’t Have Anything Now’,,"With high hopes, drugs to fight brain plaques were tested in people genetically destined to develop dementia. The drugs failed.","The study aimed to show that Alzheimer’s disease could be stopped if treatment began before symptoms emerged. The participants were the best candidates that scientists could find: still healthy, but with a rare genetic mutation that guaranteed they would develop dementia.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Dominantly Inherited Alzheimer Network (DIAN)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Eli Lilly and Company', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute on Aging', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Roche Holding AG', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Washington University', 'rank': 10, 'major': 'N'}]"
28,Alzheimer,2020,The New York Times,Inflammatory Bowel Disease Tied to Increased Dementia Risk,Risk: Intestinal Illness and Dementia,Those with Crohn’s disease or ulcerative colitis had higher rates of Alzheimer’s disease and other forms of dementia.,"People with inflammatory bowel disease — either Crohn’s disease or ulcerative colitis — may be at increased risk for dementia, a new study has found.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Digestive Tract', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Crohn's Disease"", 'rank': 4, 'major': 'N'}]"
30,Alzheimer,2020,The New York Times,The Foods That May Lower Dementia Risk,Mind: Foods to Cut Dementia Risk,"Blueberries, strawberries and red wine were among the foods tied to a lower risk of dementia.","Eating foods high in flavonoids — a group of nutrients found in many fruits and vegetables — may lower your risk for dementia, researchers report.","[{'name': 'subject', 'value': 'Fruit', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 5, 'major': 'N'}]"
31,Alzheimer,2020,The New York Times,The Many Ways of Coping With Alzheimer’s,Paths to Coping With Alzheimer’s,"Readers say there are humane and legal ways to reduce needless suffering, even for somebody with dementia.",To the Editor:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Living Wills and Health Care Proxies', 'rank': 3, 'major': 'N'}]"
32,Alzheimer,2020,The New York Times,"Dementia Patients Aren’t in Their ‘Perfect Mind.’ Then Again, Who Is?",Better Care for Dementia Patients Begins With New Metaphors,"In “On Vanishing,” Lynn Casteel Harper argues that society needs a better approach to understand and care for people who are suffering cognitive decline.","In her 70s, Iris Murdoch began documenting the fraying of her memory in her journals. “Find difficulty in thinking and writing,” she noted. “Be brave.” She would write one more novel, “Jackson’s Dilemma,” before receiving a diagnosis of Alzheimer’s in 1997. Drafts of a letter from that year were later discovered among her papers. “My dear,” she wrote, “I am now going away for some time. I hope you will be well.” A following version was just scrawls.","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'On Vanishing: Mortality, Dementia, and What It Means to Disappear (Book)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Harper, Lynn Casteel', 'rank': 6, 'major': 'N'}]"
33,Alzheimer,2020,The New York Times,"Watching My Son Grow, and My Mom Return to Childhood",,"My brilliant mom was diagnosed with dementia when my son was a baby. For a time, their interests and abilities matched exactly.","This story was originally published on Jan. 14, 2020 in NYT Parenting.","[{'name': 'subject', 'value': 'Parenting', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 7, 'major': 'N'}]"
34,Alzheimer,2020,The New York Times,When Dementia Meets the Coronavirus Crisis,,Disruptions in routines and the need for hands-on care are among the special challenges for dementia patients and their caregivers.,"As the coronavirus advances, it is taking a particularly harsh toll on the many who are caring for a loved one with dementia or Alzheimer’s, the most common form of dementia. According to a report by the Alzheimer’s Association, more than 16 million Americans are providing unpaid care for those with Alzheimer’s or other types of dementia. For them the virus is “really a double whammy,” said Lynn Friss Feinberg, a senior strategic policy adviser at AARP’s Public Policy Institute. “You’re worrying about your own health and that of your family member.”","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 4, 'major': 'N'}]"
36,Alzheimer,2020,The New York Times,Stalked by the Fear That Dementia Is Stalking You,,"Testing for Alzheimer’s disease and other forms of dementia is hardly foolproof, and could even backfire.",Do I know I’m at risk for developing dementia? You bet.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Anxiety and Stress', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Living Wills and Health Care Proxies', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 13, 'major': 'N'}]"
42,Alzheimer,2020,The New York Times,Can Hearing Aids Help Prevent Dementia?,Can Hearing Aids Help Prevent Dementia?,Research suggests that paying more attention to the “invisible disability” of hearing loss might improve our brains.,"Hearing loss has long been considered a normal, and thus acceptable, part of aging. It is common: Estimates suggest that it affects two out of three adults age 70 and older. It is also rarely treated. In the U.S., only about 14 percent of adults who have hearing loss wear hearing aids. An emerging body of research, however, suggests that diminished hearing may be a significant risk factor for Alzheimer’s disease and other forms of dementia — and that the association between hearing loss and cognitive decline potentially begins at very low levels of impairment.","[{'name': 'subject', 'value': 'Ears and Hearing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hearing Aids', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 5, 'major': 'N'}]"
43,Alzheimer,2020,The New York Times,"Weekly Health Quiz: Sugar, Brain Health and Foods for Sleep",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Smoking and Tobacco', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Asthma', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sugar', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sleep', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 8, 'major': 'N'}]"
