abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,slideshow_credits,subsection_name,query_consulta
"Stage 1: No cognitive impairment Unimpaired individuals experience no memory problems and none are evident to a health care professional during a medical interview. Stage 2: Very mild cognitive decline Individuals at this stage feel as if they have memory lapses, especially in forgetting familiar words or names or the location of keys, eyeglasses or other everyday objects. But these problems are not evident during a medical examination or apparent to friends, family or co-workers. Stage 3: Mild cognitive decline Friends, family or co-workers begin to notice deficiencies. Problems with memory or concentration may be measurable in clinical testing or discernible during a detailed medical interview. Common difficulties include: • Word- or name-finding problems noticeable to family or close associates • Decreased ability to remember names when introduced to new people • Performance issues in social or work settings noticeable to family, friends or co-workers • Reading a passage and retaining little material • Losing or misplacing a valuable object • Decline in ability to plan or organize Stage 4: Moderate cognitive decline At this stage, a careful medical interview detects clear-cut deficiencies in the following areas: • Decreased knowledge of recent occasions or current events • Impaired ability to perform challenging mental arithmetic-for example, to count backward from 100 by 7s • Decreased capacity to perform complex tasks, such as marketing, planning dinner for guests or paying bills and managing finances • Reduced memory of personal history • The affected individual may seem subdued and withdrawn, especially in socially or mentally challenging situations Stage 5: Moderately severe cognitive decline Major gaps in memory and deficits in cognitive function emerge. Some assistance with day-to-day activities becomes essential. At this stage, individuals may: • Be unable during a medical interview to recall such important details as their current address, their telephone number or the name of the college or high school from which they graduated • Become confused about where they are or about the date, day of the week, or season • Have trouble with less challenging mental arithmetic; for example, counting backward from 40 by 4s or from 20 by 2s • Need help choosing proper clothing for the season or the occasion • Usually retain substantial knowledge about themselves and know their own name and the names of their spouse or children • Usually require no assistance with eating or using the toilet Stage 6: Severe cognitive decline Memory difficulties continue to worsen, significant personality changes may emerge and affected individuals need extensive help with customary daily activities. At this stage, individuals may: • Lose most awareness of recent experiences and events as well as of their surroundings • Recollect their personal history imperfectly, although they generally recall their own name • Occasionally forget the name of their spouse or primary caregiver but generally can distinguish familiar from unfamiliar faces • Need help getting dressed properly; without supervision, may make such errors as putting pajamas over daytime clothes or shoes on wrong feet • Experience disruption of their normal sleep/waking cycle • Need help with handling details of toileting (flushing toilet, wiping and disposing of tissue properly) • Have increasing episodes of urinary or fecal incontinence • Experience significant personality changes and behavioral symptoms, including suspiciousness and delusions (for example, believing that their caregiver is an impostor); hallucinations (seeing or hearing things that are not really there); or compulsive, repetitive behaviors such as hand-wringing or tissue shredding • Tend to wander and become lost Stage 7: Very severe cognitive decline This is the final stage of the disease when individuals lose the ability to respond to their environment, the ability to speak and, ultimately, the ability to control movement. • Frequently individuals lose their capacity for recognizable speech, although words or phrases may occasionally be uttered • Individuals need help with eating and toileting and there is general incontinence of urine • Individuals lose the ability to walk without assistance, then the ability to sit without support, the ability to smile, and the ability to hold their head up. Reflexes become abnormal and muscles grow rigid. Swallowing is impaired. ",https://www.nytimes.com/2007/03/22/us/25_alz_tool.html,,"Stage 1: No cognitive impairment Unimpaired individuals experience no memory problems and none are evident to a health care professional during a medical interview. Stage 2: Very mild cognitive decline Individuals at this stage feel as if they have memory lapses, especially in forgetting familiar words or names or the location of keys, eyeglasses or other everyday objects. But these problems are not evident during a medical examination or apparent to friends, family or co-workers. Stage 3: Mild cognitive decline Friends, family or co-workers begin to notice deficiencies. Problems with memory or concentration may be measurable in clinical testing or discernible during a detailed medical interview. Common difficulties include: • Word- or name-finding problems noticeable to family or close associates • Decreased ability to remember names when introduced to new people • Performance issues in social or work settings noticeable to family, friends or co-workers • Reading a passage and retaining little material • Losing or misplacing a valuable object • Decline in ability to plan or organize Stage 4: Moderate cognitive decline At this stage, a careful medical interview detects clear-cut deficiencies in the following areas: • Decreased knowledge of recent occasions or current events • Impaired ability to perform challenging mental arithmetic-for example, to count backward from 100 by 7s • Decreased capacity to perform complex tasks, such as marketing, planning dinner for guests or paying bills and managing finances • Reduced memory of personal history • The affected individual may seem subdued and withdrawn, especially in socially or mentally challenging situations Stage 5: Moderately severe cognitive decline Major gaps in memory and deficits in cognitive function emerge. Some assistance with day-to-day activities becomes essential. At this stage, individuals may: • Be unable during a medical interview to recall such important details as their current address, their telephone number or the name of the college or high school from which they graduated • Become confused about where they are or about the date, day of the week, or season • Have trouble with less challenging mental arithmetic; for example, counting backward from 40 by 4s or from 20 by 2s • Need help choosing proper clothing for the season or the occasion • Usually retain substantial knowledge about themselves and know their own name and the names of their spouse or children • Usually require no assistance with eating or using the toilet Stage 6: Severe cognitive decline Memory difficulties continue to worsen, significant personality changes may emerge and affected individuals need extensive help with customary daily activities. At this stage, individuals may: • Lose most awareness of recent experiences and events as well as of their surroundings • Recollect their personal history imperfectly, although they generally recall their own name • Occasionally forget the name of their spouse or primary caregiver but generally can distinguish familiar from unfamiliar faces • Need help getting dressed properly; without supervision, may make such errors as putting pajamas over daytime clothes or shoes on wrong feet • Experience disruption of their normal sleep/waking cycle • Need help with handling details of toileting (flushing toilet, wiping and disposing of tissue properly) • Have increasing episodes of urinary or fecal incontinence • Experience significant personality changes and behavioral symptoms, including suspiciousness and delusions (for example, believing that their caregiver is an impostor); hallucinations (seeing or hearing things that are not really there); or compulsive, repetitive behaviors such as hand-wringing or tissue shredding • Tend to wander and become lost Stage 7: Very severe cognitive decline This is the final stage of the disease when individuals lose the ability to respond to their environment, the ability to speak and, ultimately, the ability to control movement. • Frequently individuals lose their capacity for recognizable speech, although words or phrases may occasionally be uttered • Individuals need help with eating and toileting and there is general incontinence of urine • Individuals lose the ability to walk without assistance, then the ability to sit without support, the ability to smile, and the ability to hold their head up. Reflexes become abnormal and muscles grow rigid. Swallowing is impaired. ",The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}]",2007-03-22T15:15:00+0000,article,WEB,U.S.,Text,nyt://article/582a7095-48c8-51bf-aaab-100c7f8e7007,681,nyt://article/582a7095-48c8-51bf-aaab-100c7f8e7007,The Global Deterioration Scale for Assessment of Primary Degenerative Dementia,,,,,,,,[],,,,,,dementia
"Having just one parent with Alzheimer’s disease triples the risk; when both parents are affected, the amount of extra risk is not certain. ",https://www.nytimes.com/2007/12/26/health/26double.html,"Having just one parent with Alzheimer’s disease triples the risk; when both parents are affected, the amount of extra risk is not certain. "," “I’ve seen a number of adult children that have not one but two parents with dementia,” said Dr. Daniel I. Kaufer, a neurologist and director of the memory disorders program at the University of North Carolina in Chapel Hill. “It’s like the perfect storm of dementia care.”",The New York Times,[],"[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Nerves and Nervous System', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}]",2007-12-26T05:00:00+0000,article,National,Health,Series,nyt://article/3e82c300-559f-5f28-b82c-cd01a4871f2b,611,nyt://article/3e82c300-559f-5f28-b82c-cd01a4871f2b,"When Both Parents Suffer Dementia, Children Suspect It Is Also in Their Future",The Risk Factors,,"When Both Parents Suffer Dementia, Children Suspect It Is Also in Their Future",,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,24,,,dementia
"Absent a cure, that figure is expected to rise as the 85-and-over population soars and the baby boomers move into their late 60s and 70s.",https://www.nytimes.com/2007/03/21/us/21alzheimers.html,"Absent a cure, that figure is expected to rise as the 85-and-over population soars and the baby boomers move into their late 60s and 70s.","More than five million Americans have Alzheimer’s disease, a 10 percent increase from the last official tally five years ago, and a number expected to more than triple by 2050, absent a cure, as the 85-and-over population soars and the baby boomers move into their late 60s and 70s. ",The New York Times,[],"[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Population', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]",2007-03-21T04:00:00+0000,article,National,U.S.,News,nyt://article/e71c6cfd-dc00-5f83-ba06-fca3ce82242d,476,nyt://article/e71c6cfd-dc00-5f83-ba06-fca3ce82242d,Prevalence of Alzheimer’s Rises 10% in 5 Years,,,Prevalence of Alzheimer’s Rises 10% in 5 Years,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,14,,,dementia
Neither the league nor the players’ union considers dementia a football-related condition.,https://www.nytimes.com/2007/03/14/sports/football/14wives.html,Neither the league nor the players’ union considers dementia a football-related condition.,"ANNAPOLIS, Md., March 9 — The night that Sylvia Mackey and Eleanor Perfetto first met, back in October at a Baltimore Ravens reception for former National Football League players and their families, their connection was immediate. As she sat on a couch with her husband, Mrs. Mackey watched Dr. Perfetto cradle the hand of her husband as he blankly shuffled across the floor toward the Mackeys.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/14/sports/600-wives.jpg', 'height': 340, 'width': 600, 'legacy': {'xlarge': 'images/2007/03/14/sports/600-wives.jpg', 'xlargewidth': 600, 'xlargeheight': 340}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/14/sports/600-wives.jpg', 'height': 340, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/14/sports/395-wives.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/14/sports/75-wives.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/14/sports/75-wives.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Mackey, John', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}]",2007-03-14T04:00:00+0000,article,Sports,Sports,News,nyt://article/61c29a9a-a93f-50f3-9996-5d239af8826d,1712,nyt://article/61c29a9a-a93f-50f3-9996-5d239af8826d,Wives United by Husbands’ Post-N.F.L. Trauma,,,Wives United by Husbands’ Post-N.F.L. Trauma,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Pro Football,dementia
"For decades, experts have debated why children raised on breast milk tend to score higher on intelligence tests. Was it something in the milk?",https://www.nytimes.com/2007/11/07/health/07iht-snvital.1.8230944.html,,"For decades, experts have debated why children raised on breast milk tend to score higher on intelligence tests. Was it something in the milk?",International Herald Tribune,[],[],2007-11-07T05:00:00+0000,article,IHT News,Health,News,nyt://article/88fcfafd-e35e-5431-a9bb-0146c5d93f17,666,nyt://article/88fcfafd-e35e-5431-a9bb-0146c5d93f17,The benefits of breast milk may depend on a gene,,,The benefits of breast milk may depend on a gene,,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
The announcement of Senator Pete V. Domenici’s progressive brain disease has left unanswered questions about how the illness is affecting him.,https://www.nytimes.com/2007/10/07/us/07dementia.html,The announcement of Senator Pete V. Domenici’s progressive brain disease has left unanswered questions about how the illness is affecting him.,The announcement by Senator Pete V. Domenici of New Mexico that he has a progressive brain disease and will not seek re-election has left unanswered questions about how the illness is affecting him and whether it could interfere with his plans to remain in the Senate until his current term expires in January 2009. ,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/07/us/dementia600.jpg', 'height': 320, 'width': 600, 'legacy': {'xlarge': 'images/2007/10/07/us/dementia600.jpg', 'xlargewidth': 600, 'xlargeheight': 320}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/07/us/dementia600.jpg', 'height': 320, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/07/us/dementia75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/10/07/us/dementia75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Domenici, Pete V', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New Mexico', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}]",2007-10-07T04:00:00+0000,article,National,U.S.,News,nyt://article/f1c8f3b1-d4e3-5ded-83a0-b415aa538bd0,833,nyt://article/f1c8f3b1-d4e3-5ded-83a0-b415aa538bd0,"Senator’s Illness Requires Monitoring, Doctors Say",,,"Senator’s Illness Requires Monitoring, Doctors Say",,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,32,,,dementia
"My husband, at 74, is the baby of his bridge group, which includes a woman of 85 and a man of 89. This challenging game demands an excellent memory (for bids, cards played, rules and so on) and an ability to think strategically and read subtle psychological cues. Never having had a head for cards, I continue to be amazed by the mental agility of these septua- and octogenarians.",https://www.nytimes.com/2007/12/11/health/11iht-11brod.8685746.html,,"My husband, at 74, is the baby of his bridge group, which includes a woman of 85 and a man of 89. This challenging game demands an excellent memory (for bids, cards played, rules and so on) and an ability to think strategically and read subtle psychological cues. Never having had a head for cards, I continue to be amazed by the mental agility of these septua- and octogenarians.",International Herald Tribune,[],[],2007-11-11T05:00:00+0000,article,IHT News,Health,News,nyt://article/cfc72089-5b05-537b-93a2-66ebac781d79,1064,nyt://article/cfc72089-5b05-537b-93a2-66ebac781d79,Mental reserves keep brains agile,,,Mental reserves keep brains agile,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Well-designed studies suggest several ways to improve the brain’s viability.,https://www.nytimes.com/2007/12/11/health/11brod.html,Well-designed studies suggest several ways to improve the brain’s viability.,"My husband, at 74, is the baby of his bridge group, which includes a woman of 85 and a man of 89. This challenging game demands an excellent memory (for bids, cards played, rules and so on) and an ability to think strategically and read subtle psychological cues. Never having had a head for cards, I continue to be amazed by the mental agility of these septua- and octogenarians.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/10/science/brain_190.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/12/10/science/brain_190.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/10/science/1211-sci-brody_190.1.jpg', 'height': 302, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/10/science/brody_7575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/10/science/brody_7575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2007-12-11T05:00:00+0000,article,Science,Health,News,nyt://article/f7c8e053-8e7a-5aee-ba07-8e394f2ead02,1094,nyt://article/f7c8e053-8e7a-5aee-ba07-8e394f2ead02,Mental Reserves Keep Brains Agile,Personal Health,,Mental Reserves Keep Brains Agile,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,7,,,dementia
Leon J. Thal was a leading researcher on drugs to treat Alzheimer’s disease and other forms of dementia.,https://www.nytimes.com/2007/02/08/obituaries/08thal.html,Leon J. Thal was a leading researcher on drugs to treat Alzheimer’s disease and other forms of dementia.,"Leon J. Thal, a leading researcher on drugs to treat Alzheimer’s disease and other forms of dementia, died on Saturday in a plane crash near Borrego Springs, Calif. He was 62.",The New York Times,[],"[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}]",2007-02-08T05:00:00+0000,article,National,Obituaries,Obituary (Obit),nyt://article/daabb747-a892-596e-b12b-e886a9d00739,371,nyt://article/daabb747-a892-596e-b12b-e886a9d00739,"Leon J. Thal, Neurologist Who Led Study for Alzheimer’s Drugs, Dies at 62",,,"Leon J. Thal, 62, Neurologist; Led Study for Alzheimer&#8217;s Drugs",,,,By Jeremy Pearce,"[{'firstname': 'Jeremy', 'middlename': None, 'lastname': 'Pearce', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,14,,,dementia
"During the YouTube forum with the Democratic presidential candidates in July, the first question about health care came from two middle-age brothers in Iowa, who faced the camera with their elderly mother. Not everybody with Alzheimer's disease has two loving sons to take care of them, they said, adding that a boom in dementia is expected in the next few decades.",https://www.nytimes.com/2007/08/15/health/15iht-14seco.7123427.html,,"During the YouTube forum with the Democratic presidential candidates in July, the first question about health care came from two middle-age brothers in Iowa, who faced the camera with their elderly mother. Not everybody with Alzheimer's disease has two loving sons to take care of them, they said, adding that a boom in dementia is expected in the next few decades.",International Herald Tribune,[],[],2007-08-15T05:00:00+0000,article,IHT News,Health,News,nyt://article/371cdef2-4ea4-5f17-a268-bd2c36b802af,756,nyt://article/371cdef2-4ea4-5f17-a268-bd2c36b802af,Zen and the art of coping with Alzheimer's,,,Zen and the art of coping with Alzheimer's,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"I just spent five days at the Woodstock of science, the annual meeting of the American Association for the Advancement of Science. The theme at this year’s meeting, in San Francisco, was “sustainability” — not the most sprightly topic. But in between the lectures on environmental degradation, there were some cheerier discussions. A couple of my favorites:",https://tierneylab.blogs.nytimes.com/2007/02/20/and-now-some-good-news-from-the-aaas-chocolate-in-medicine-tractors-in-space/,,"I just spent five days at the Woodstock of science, the annual meeting of the American Association for the Advancement of Science. The theme at this year’s meeting, in San Francisco, was “sustainability” — not the most sprightly topic. But in between the lectures on environmental degradation, there were some cheerier discussions. A couple of my favorites:",The New York Times,[],[],2007-02-20T17:38:06+0000,article,,Science,News,nyt://article/d43fb8b7-70bd-53e0-b9a6-287d5b3757d1,457,nyt://article/d43fb8b7-70bd-53e0-b9a6-287d5b3757d1,"And Now Some Good News from the AAAS: Chocolate in Medicine, Tractors in Space",TierneyLab,,,,,,By John Tierney,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Tierney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Alzheimer’s seems to strike suddenly in old age, but scientists believe it begins long before symptoms occur.",https://www.nytimes.com/2007/12/26/health/26alzheimers.html,"Alzheimer’s seems to strike suddenly in old age, but scientists believe it begins long before symptoms occur.","For a perfectly healthy woman, Dianne Kerley has had quite a few medical tests in recent years: M.R.I. and PET scans of her brain, two spinal taps and hours of memory and thinking tests.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26alzheimers190.126.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/12/26/us/26alzheimers190.126.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26alzheimers.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2007/12/26/us/26alzheimers.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26alzheimers.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26alzheimers.3951.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26alzheimers.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/26/us/26alzheimers.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 7, 'major': 'N'}]",2007-12-26T05:00:00+0000,article,National,Health,Series,nyt://article/54b6daf1-f934-5e4c-ac9a-e104e53f075d,3423,nyt://article/54b6daf1-f934-5e4c-ac9a-e104e53f075d,Finding Alzheimer’s Before a Mind Fails,Six Killers: Alzheimer’s Disease,,Finding Alzheimer’s Before a Mind Fails,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,,dementia
The novelist Walter Mosley has signed a three-book deal with Riverhead Books.,https://www.nytimes.com/2007/12/11/arts/11arts-WALTERMOSLEY_BRF.html,The novelist Walter Mosley has signed a three-book deal with Riverhead Books.,"The novelist Walter Mosley has signed a three-book deal with Riverhead Books, a unit of Penguin Group, to publish a literary novel and two books in a new mystery series featuring Leonid McGill, an African-American detective in New York City who first appeared in a short story included in “Best American Mystery Stories of 2006.” In an interview Mr. Mosley, right, said that the new character “couldn’t get more different from Easy Rawlins if you tried.” (He was referring to the detective who has appeared in 11 of his 27 books.) The new series, Mr. Mosley said, would be “very noir and contemporary and New York.” He has already completed the literary novel “Last Days of Ptolemy Grey,” about the relationship between an old African-American man with dementia and a 17-year-old girl. Sean McDonald, executive editor at Riverhead, acquired world rights to the three books from Gloria Loomis, Mr. Mosley’s agent. The first book in the new mystery series will be published in 2009.",The New York Times,[],[],2007-12-11T05:00:00+0000,article,Culture,Arts,Brief,nyt://article/d6673df3-aa3e-5c45-b726-20fd97b149e8,164,nyt://article/d6673df3-aa3e-5c45-b726-20fd97b149e8,Walter Mosleys Three-Book Deal,"Arts, Briefly ",,Walter Mosleys Three-Book Deal,,,,By Motoko Rich,"[{'firstname': 'Motoko', 'middlename': None, 'lastname': 'Rich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,E,2,,,dementia
