abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
Sometimes married Alzheimer’s patients fall in love with someone new.,https://well.blogs.nytimes.com/2007/11/14/seized-by-alzheimers-then-love/,Sometimes married Alzheimer’s patients fall in love with someone new.,Sometimes Alzheimer’s disease means losing a loved one twice.,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]",2007-11-14T15:56:47+0000,article,Science,Health,News,nyt://article/96f0d42e-8f69-5af6-9e3f-806c9001f398,346,nyt://article/96f0d42e-8f69-5af6-9e3f-806c9001f398,"Seized by Alzheimer’s, Then Love",Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"Heartbreak can happen at 80, but probably without the rage against the dying of the light.",https://www.nytimes.com/2007/11/18/weekinreview/18zernike.html,"Heartbreak can happen at 80, but probably without the rage against the dying of the light.","SO this, in the end, is what love is.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/18/weekinreview/18zernike_CA0.450.jpg', 'height': 450, 'width': 386, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/18/weekinreview/18zernike_CA0.190.jpg', 'height': 222, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/18/weekinreview/18zernike_CA0.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/18/weekinreview/18zernike_CA0.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Pipher, Mary', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Munro, Alice', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Emotions', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Dating (Social)', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': ""O'Connor, Sandra Day"", 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 10, 'major': 'N'}]",2007-11-18T05:00:00+0000,article,WeekInReview,Week in Review,News,nyt://article/359ac5c5-8032-5e62-a2f4-3258cb83e3f6,1254,nyt://article/359ac5c5-8032-5e62-a2f4-3258cb83e3f6,Love in the Time of Dementia,Still Many-Splendored,,Love in the Time of Dementia,,,,By Kate Zernike,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Zernike', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,4,1,,Alzheimer
"For people with more years of schooling, a new study suggests that once the effects of dementia begin, they move more rapidly. ",https://www.nytimes.com/2007/11/06/health/research/06agin.html,"For people with more years of schooling, a new study suggests that once the effects of dementia begin, they move more rapidly. ","People with more years of schooling appear to suffer the symptoms of dementia later than others who have it — but once it does come, it proceeds more quickly, researchers say.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/05/health/vitals.aging190.jpg', 'height': 172, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/05/health/vitals.aging75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/05/health/vitals.aging75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Education and Schools', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2007-11-06T05:00:00+0000,article,Science,Health,News,nyt://article/820d33e3-9b4f-55e1-b539-7e11359f4942,205,nyt://article/820d33e3-9b4f-55e1-b539-7e11359f4942,Aging: Flip Side to Education Is Seen in Dementia,Vital Signs,,Flip Side to Education Is Seen in Dementia,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,6,Research,Alzheimer
"The progress toward a test that can diagnose the disease before debilitating memory loss sets in is promising but preliminary, according to experts. ",https://www.nytimes.com/2007/10/15/health/15blood.html,"The progress toward a test that can diagnose the disease before debilitating memory loss sets in is promising but preliminary, according to experts. ","Scientists reported progress yesterday toward one of medicine’s long-sought goals: the development of a blood test that can accurately diagnose Alzheimer’s disease, and even do so years before truly debilitating memory loss. ",The New York Times,[],"[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 3, 'major': 'N'}]",2007-10-15T04:00:00+0000,article,National,Health,News,nyt://article/6a34f5a1-3b8e-57ef-b4fc-d21b94bc62e7,852,nyt://article/6a34f5a1-3b8e-57ef-b4fc-d21b94bc62e7,Progress Cited in Alzheimer’s Diagnosis,,,Scientists Report Advances in Diagnosing Alzheimer’s Years Before Onset,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,12,,Alzheimer
"George Gershwin’s melodies may have the power to keep minds working, specifically minds afflicted with Alzheimer’s disease.",https://www.nytimes.com/2007/09/21/nyregion/21nyc.html,"George Gershwin’s melodies may have the power to keep minds working, specifically minds afflicted with Alzheimer’s disease.","It’s such a sweet song, “Our Love Is Here to Stay,” and Mary Marra sang it gently, though she needed some prompting to get all the words straight. Diane Lieberman did right by “I’ve Got a Crush on You.” Joe Parisano whistled “Embraceable You” in tune. And Selma Feldman? She just had to jump up to do a lively dance when “Fascinating Rhythm” started playing.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/21/nyregion/21nyc-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2007/09/21/nyregion/21nyc-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/21/nyregion/21nyc-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/21/nyregion/21nyc-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/21/nyregion/21nyc-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gershwin, George', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]",2007-09-21T04:00:00+0000,article,Metro,New York,News,nyt://article/acc1e5ff-0549-58fc-85da-4ab261647df9,767,nyt://article/acc1e5ff-0549-58fc-85da-4ab261647df9,"A Chance to Say, Ah, Yes, I Remember It Well",NYC,,"A Chance to Say, Ah, Yes, I Remember It Well",,,,By Clyde Haberman,"[{'firstname': 'Clyde', 'middlename': None, 'lastname': 'Haberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,1,,Alzheimer
Notable research studies now enrolling patients.,https://www.nytimes.com/ref/health/healthguide/esn-alzheimers-trials.html,Notable research studies now enrolling patients.,"Government agencies, universities, and corporations frequently enroll patients in studies designed to test the effectiveness of new drugs, procedures and medical devices. Participants may benefit by gaining access to experimental therapies, and they make an important contribution to scientific research. For more information, please visit ClinicalTrials.gov, a service of the National Institutes of Health.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/28/health/clinicaltrialsfinal190.jpg', 'height': 278, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}]",2007-08-29T04:00:00+0000,article,Science,Health,News,nyt://article/266c73f7-22b7-52cf-aa18-c7be57819f8a,343,nyt://article/266c73f7-22b7-52cf-aa18-c7be57819f8a,Selected Studies: Alzheimer's Disease,Clinical Trials,,Selected Studies: Alzheimer’s Disease,,,,,[],,,,Health Guide,Alzheimer
Talking points for patients and physicians.,https://www.nytimes.com/ref/health/healthguide/esn-alzheimers-ask.html,Talking points for patients and physicians.,"Confronting a new diagnosis can be frightening — and because research changes so often, confusing. Here are some questions you may not think to ask your doctor, along with notes on why they’re important.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/28/health/ask-doctorfinal190.jpg', 'height': 255, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",2007-08-29T04:00:00+0000,article,Science,Health,News,nyt://article/40a791ad-1747-5c79-914d-322405159e66,566,nyt://article/40a791ad-1747-5c79-914d-322405159e66,What to Ask About Alzheimer's Disease,Questions for Your Doctor,,What to Ask About Alzheimer’s Disease,,,,BY IRENE M. WIELAWSKI,"[{'firstname': 'Irene', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Health Guide,Alzheimer
A new study shows a possible link between cholesterol drugs and the prevention of Alzheimer’s disease.,https://www.nytimes.com/2007/09/04/health/research/04stat.html,A new study shows a possible link between cholesterol drugs and the prevention of Alzheimer’s disease.,"Elderly people taking statins had fewer of the twisted nerve-cell fibers that are common in the brains of patients with Alzheimer’s disease, researchers reported last week in a study based on brain autopsies.",The New York Times,[],"[{'name': 'subject', 'value': 'Cholesterol', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2007-09-04T04:00:00+0000,article,Science,Health,News,nyt://article/f5468542-6cfc-5afa-89e5-dc54a447b088,595,nyt://article/f5468542-6cfc-5afa-89e5-dc54a447b088,Change in Older Brains Tied to Use of Statins,,,Change in Older Brains Tied to Use of Statins,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,7,Research,Alzheimer
"Sometimes, when there’s no cure, it’s best to just go with the flow as a loved one becomes more confused. ",https://www.nytimes.com/2007/08/14/health/14seco.html,"Sometimes, when there’s no cure, it’s best to just go with the flow as a loved one becomes more confused. ","During the YouTube forum with the Democratic presidential candidates in July, the first question about health care came from two middle-age brothers in Iowa, who faced the camera with their elderly mother. Not everybody with Alzheimer’s disease has two loving sons to take care of them, they said, adding that a boom in dementia is expected in the next few decades.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/13/science/snif_400.jpg', 'height': 400, 'width': 390, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/13/science/snifsce_190.jpg', 'height': 195, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/13/science/snif_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/13/science/snif_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2007-08-14T04:00:00+0000,article,Science,Health,News,nyt://article/cab7ce97-6ec4-5015-8cac-9cc6b41f1b16,770,nyt://article/cab7ce97-6ec4-5015-8cac-9cc6b41f1b16,Zen and the Art of Coping With Alzheimer’s,Second Opinion,,Zen and the Art of Coping With Alzheimer’s,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,5,,Alzheimer
Dr. Marcelle Morrison-Bogorad on the genetic underpinnings of Alzheimer's.,https://www.nytimes.com/ref/health/healthguide/esn-alzheimers-qa.html,Dr. Marcelle Morrison-Bogorad on the genetic underpinnings of Alzheimer's.,"Dr. Marcelle Morrison-Bogorad is director of the neuroscience and neuropsychology of aging program at the National Institute on Aging. In collaboration with the Alzheimer's Association, the institute runs the Alzheimer's Disease Genetics Initiative, which is collecting and banking genetic and cellular material from families in which multiple relatives have late-onset Alzheimer's, the most common form of the disease.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/24/health/_vertical03.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/24/health/alzh.expert75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/24/health/alzh.expert75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]",2007-08-29T04:00:00+0000,article,Science,Health,Question,nyt://article/43f8065f-0ecd-51dc-8095-2f659d1a4569,1443,nyt://article/43f8065f-0ecd-51dc-8095-2f659d1a4569,Tracing the Path from DNA to Dementia,Expert Q & A,,Tracing the Path from DNA to Dementia,,,,By IRENE M. WIELAWSKI,"[{'firstname': 'Irene', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Health Guide,Alzheimer
Measuring how deeply people inhale could alert doctors to the onset of neurodegenerative disorders like Alzheimer’s and Parkinson’s. ,https://www.nytimes.com/2007/08/14/health/14snif.html,Measuring how deeply people inhale could alert doctors to the onset of neurodegenerative disorders like Alzheimer’s and Parkinson’s. ,"Seven years ago, Robert Gesteland, a biologist at the University of Cincinnati, and his colleague Robert Frank, a psychologist, decided to tackle a perplexing topic: why some people are more open to trying unfamiliar foods. Suspecting that picky eaters might be more attuned to strong smells, they set about trying to quantify this.",The New York Times,[],"[{'name': 'subject', 'value': 'Smell', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Parkinson's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 5, 'major': 'N'}]",2007-08-14T04:00:00+0000,article,Science,Health,News,nyt://article/86cfe208-316c-56a4-9bc6-f80bd8c763b8,1031,nyt://article/86cfe208-316c-56a4-9bc6-f80bd8c763b8,Sniff Test May Signal Disorders’ Early Stages,,,Sniff Test May Signal Disorders’ Early Stages,,,,By Elizabeth Svoboda,"[{'firstname': 'Elizabeth', 'middlename': None, 'lastname': 'Svoboda', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,5,,Alzheimer
"Virtually every large drug maker is working to develop Alzheimer’s drugs, seeking to improve treatment and possibly snare a big  financial payoff.",https://www.nytimes.com/2007/06/10/business/yourmoney/10alz.html,"Virtually every large drug maker is working to develop Alzheimer’s drugs, seeking to improve treatment and possibly snare a big  financial payoff.","IN the book “Mrs. Frisby and the Rats of NIMH,” a group of lab rats acquire human intelligence through a genetic experiment. Every child recognizes the charming tale as pure fantasy, yet something similar is occurring at a major pharmaceuticals company, Wyeth, where rodents tested in its labs have, indeed, taken on some features of the human brain. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/600-alz-ca2.jpg', 'height': 340, 'width': 600, 'legacy': {'xlarge': 'images/2007/06/10/business/600-alz-ca2.jpg', 'xlargewidth': 600, 'xlargeheight': 340}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/600-alz-ca2.jpg', 'height': 340, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/395-alz-ca2.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/75-alz.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/06/10/business/75-alz.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Wyeth', 'rank': 6, 'major': 'N'}]",2007-06-10T04:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/6bccce9e-84fc-5862-bd73-0cf9d4117111,3334,nyt://article/6bccce9e-84fc-5862-bd73-0cf9d4117111,Taking On Alzheimer’s,,,Taking On Alzheimer’s,,,,By Stephanie Saul,"[{'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BU,1,Your Money,Alzheimer
"Dimebon, a drug long used as an antihistamine in Russia, is showing what some say are surprisingly strong results in treating Alzheimer’s disease.",https://www.nytimes.com/2007/06/11/business/11drug.html,"Dimebon, a drug long used as an antihistamine in Russia, is showing what some say are surprisingly strong results in treating Alzheimer’s disease.",A drug long used as an antihistamine in Russia is showing what some scientists characterize as surprisingly strong results in treating Alzheimer’s disease. ,The New York Times,[],"[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 4, 'major': 'N'}]",2007-06-11T04:00:00+0000,article,Business,Business Day,News,nyt://article/207dfa6e-611b-59a8-9552-e1e19db0c251,459,nyt://article/207dfa6e-611b-59a8-9552-e1e19db0c251,Antihistamine Shows Promise in Treating Alzheimer’s,,,Antihistamine Shows Promise in Treating Alzheimer’s,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,2,,Alzheimer
