abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
A new study is the league’s first public affirmation of any connection regarding cognitive decline among players.,https://www.nytimes.com/2009/09/30/sports/football/30dementia.html,A new study is the league’s first public affirmation of any connection regarding cognitive decline among players.,A study commissioned by the National Football League reports that Alzheimer’s disease or similar memory-related diseases appear to have been diagnosed in the league’s former players vastly more often than in the national population  including a rate of 19 times the normal rate for men ages 30 through 49.,A,1,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/09/30/sports/football/dementia.190.jpg', 'height': 257, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/09/30/sports/football/dementia.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/09/30/sports/football/dementia.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 6, 'major': 'N'}]",2009-09-29T21:32:59+0000,article,Sports,Sports,Pro Football,News,nyt://article/e7f65b4b-f169-5559-81a3-17b58f0dbec8,1205,nyt://article/e7f65b4b-f169-5559-81a3-17b58f0dbec8,Dementia Risk Seen in Players in N.F.L. Study,,,Dementia Risk Seen in Players In N.F.L. Study,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
The next league labor deal needs to do more to protect current players from injury.,https://www.nytimes.com/2009/10/12/opinion/12fatsis.html,The next league labor deal needs to do more to protect current players from injury.,"MOUNTING evidence of early dementia among former National Football League players has gotten a lot of press attention. But there are broader medical issues that require simple reforms to protect current players, for whom a career- or even life-threatening injury is just one play away.",A,23,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/12/opinion/12football190h.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2009/10/12/opinion/12football190h.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/12/opinion/12footballspan.jpg', 'height': 366, 'width': 600, 'legacy': {'xlarge': 'images/2009/10/12/opinion/12footballspan.jpg', 'xlargewidth': 600, 'xlargeheight': 366}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/12/opinion/12footballspan.jpg', 'height': 366, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/12/opinion/12football75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/10/12/opinion/12football75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Football', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reform and Reorganization', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 7, 'major': 'N'}]",2009-10-12T02:47:31+0000,article,OpEd,Opinion,,Op-Ed,nyt://article/fd847c16-4344-5396-b2b5-f6aaf40c6663,484,nyt://article/fd847c16-4344-5396-b2b5-f6aaf40c6663,Health Care Reform ... for the N.F.L.,Op-Ed Contributor,,Health Care Reform...for the N.F.L.,,,,By Stefan Fatsis,"[{'firstname': 'Stefan', 'middlename': None, 'lastname': 'Fatsis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
The debate among doctors and the N.F.L. over football’s long-term effects on players’ cognitive function will soon move to Congress.,https://www.nytimes.com/2009/10/03/sports/football/03dementia.html,The debate among doctors and the N.F.L. over football’s long-term effects on players’ cognitive function will soon move to Congress.,"As debate over football’s long-term effects on players’ cognitive function continues among doctors and the N.F.L., the discussion will soon move to Congress.",D,2,The New York Times,[],"[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 4, 'major': 'N'}]",2009-10-02T22:42:14+0000,article,Sports,Sports,Pro Football,News,nyt://article/fb7e1794-f068-5d41-a7bd-4276ea61a2ff,606,nyt://article/fb7e1794-f068-5d41-a7bd-4276ea61a2ff,Congress to Hold Hearing on N.F.L. Head Injuries,,,Congress Announces Hearings On Injuries,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"A recent study did not address the possible long-term injuries sustained by today’s pro football players, or the risk faced by high school and college players.",https://www.nytimes.com/2009/10/02/sports/football/02dementia.html,"A recent study did not address the possible long-term injuries sustained by today’s pro football players, or the risk faced by high school and college players.","When a recent survey commissioned by the National Football League indicated that its retirees have been diagnosed as having dementia or other memory-related diseases at rates vastly higher than the national population, it spoke to the risks of playing professional football in the 1950s through the 1990s.",B,9,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 5, 'major': 'N'}]",2009-10-01T23:54:22+0000,article,Sports,Sports,Pro Football,News,nyt://article/4d555311-1fb6-5f4b-bd01-cdfc9f09b8ca,1093,nyt://article/4d555311-1fb6-5f4b-bd01-cdfc9f09b8ca,Players Face Head-Injury Risk Before the N.F.L.,,,"Before Reaching N.F.L., Players Also Face Risk of Head Injuries",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"People over 60 who consume moderate amounts of alcohol have a reduced risk for Alzheimer’s disease and other dementias, according to a large review of studies.",https://www.nytimes.com/2009/09/01/health/research/01aging.html,"People over 60 who consume moderate amounts of alcohol have a reduced risk for Alzheimer’s disease and other dementias, according to a large review of studies.","People over 60 who consume moderate amounts of alcohol have a reduced risk for Alzheimer’s disease and other dementias, according to a large review of studies.",D,6,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}]",2009-08-31T19:23:28+0000,article,Science,Health,Research,News,nyt://article/0cecadbe-da82-5152-aa1f-8934e19e5e43,205,nyt://article/0cecadbe-da82-5152-aa1f-8934e19e5e43,Aging: Moderate Drinking May Help the Brain,Vital Signs,,Aging: Moderate Drinking May Help the Brain,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"A diet rich in fish may help ward off dementia, a study in developing countries has found.",https://www.nytimes.com/2009/07/21/health/21fish.html,"A diet rich in fish may help ward off dementia, a study in developing countries has found.",Many studies have suggested that a diet rich in fish is good for the heart. Now there is new evidence that such a diet may ward off dementia as well. One of the largest efforts to document a connection  and the first such study undertaken in the developing world  has found that older adults in Asia and Latin America were less likely to develop dementia if they regularly consumed fish.,,,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Fish and Other Marine Life', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2009-07-21T19:42:45+0000,article,Science,Health,,News,nyt://article/93dbfc3c-fb99-5acd-a580-e856499c2647,279,nyt://article/93dbfc3c-fb99-5acd-a580-e856499c2647,Aging: Eating Fish May Ward Off Dementia,Vital Signs,,Large Study Points to the Brain Benefits of Eating Fish,,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
What’s so funny about difficult family circumstances.,https://www.nytimes.com/2009/08/09/magazine/09lives-t.html,What’s so funny about difficult family circumstances.," Our worst fear has recently come to pass: the dementia ward of the veterans’ home where my father had been living transferred him to a psychiatric hospital. But when I met my mother there on the day they brought him over, I wasn’t really surprised to see her waving from across the hall with a big smile on her face, about to laugh. We’re a family of laughers. We laugh when we’re happy, when we’re angry and, most of all, when we’re frightened. ",MM,50,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/09/magazine/09lives-190.jpg', 'height': 409, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/09/magazine/09lives-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/08/09/magazine/09lives-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Emotions', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing and Nurses', 'rank': 4, 'major': 'N'}]",2009-08-06T20:19:43+0000,article,Magazine,Magazine,,News,nyt://article/7b90bf1d-16fe-54af-a0b8-8130e7477fb1,794,nyt://article/7b90bf1d-16fe-54af-a0b8-8130e7477fb1,Fear and Laughing,Lives,,Fear and Laughing,,,,By Lisa K. Friedman,"[{'firstname': 'Lisa', 'middlename': 'K.', 'lastname': 'Friedman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Even a slight elevation in cholesterol levels in a person’s 40s raised the risk of dementia decades later.,https://www.nytimes.com/2009/08/06/health/dementia05.html,Even a slight elevation in cholesterol levels in a person’s 40s raised the risk of dementia decades later.,"Adults who had just slightly elevated blood cholesterol when they were in their early 40s were at greater risk of developing dementia decades later, compared with those whose cholesterol was at optimal levels, a new study has found.",,,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cholesterol', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2009-08-05T16:30:21+0000,article,Science,Health,,News,nyt://article/4f62ce8d-d9fa-51d1-9108-2b69b9dd7654,298,nyt://article/4f62ce8d-d9fa-51d1-9108-2b69b9dd7654,Mildly High Cholesterol at Midlife Linked to Alzheimer’s,Vital Signs,,Mildly High Cholesterol at Midlife Linked to Alzheimer’s,,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact. But dementia is a physical illness, too.",https://well.blogs.nytimes.com/2009/10/19/blogs/19well-the-wron16661.html,"Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact. But dementia is a physical illness, too.","Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact.",,,The New York Times,[],[],2009-10-19T21:37:00+0000,article,None,Blogs,,Web Log,nyt://article/51a48d22-1264-5514-adaf-042214259032,135,nyt://article/51a48d22-1264-5514-adaf-042214259032,The Wrong Care for Dementia Patients,Well,,The Wrong Care for Dementia Patients,,,,By TARA PARKER-POPE,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'PARKER-POPE', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact. But dementia is a physical illness, too.",https://well.blogs.nytimes.com/2009/10/19/the-wrong-care-for-dementia-patients/,"Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact. But dementia is a physical illness, too.","Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact.",,,The New York Times,[],[],2009-10-19T21:37:00+0000,article,Science,Health,,,nyt://article/1c0f256b-4fae-5d1a-962b-b6fd7259126a,134,nyt://article/1c0f256b-4fae-5d1a-962b-b6fd7259126a,The Wrong Care for Dementia Patients,Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"When seniors with dementia can remember little else, they still respond to music.",https://newoldage.blogs.nytimes.com/2009/04/23/blogs/23newoldage-the-song199.html,"When seniors with dementia can remember little else, they still respond to music.","Tom was a wanderer. When his wife, Elsie, came to visit him at a care unit for patients with dementia, he would give her a perfunctory kiss, then wander off through the rooms and stare out the window. Elsie tried to walk with him and hold hands, but he would shake her off, leaving her heartsick.",,,The New York Times,[],[],2009-04-23T12:00:45+0000,article,None,Blogs,,Web Log,nyt://article/70fcac52-c5e7-5349-a5bb-0814fd6dd80b,871,nyt://article/70fcac52-c5e7-5349-a5bb-0814fd6dd80b,Music and Dementia,The New Old Age,,The Songs They Can&#39;t Forget,,,,By SARA DAVIDSON,"[{'firstname': 'Sara', 'middlename': None, 'lastname': 'DAVIDSON', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer’s and other forms of dementia.",https://cityroom.blogs.nytimes.com/2009/10/12/is-an-alert-system-needed-for-people-with-dementia/,"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer’s and other forms of dementia.","At least 300 people with Alzheimer’s disease and other forms of dementia wander off within, or to, New York City every year, according to the New York City chapter of the Alzheimer’s Association. ",,,The New York Times,[],[],2009-10-12T21:47:31+0000,article,Metro,New York,,,nyt://article/234667f2-fb70-5e59-8b27-06346d7e6a9c,623,nyt://article/234667f2-fb70-5e59-8b27-06346d7e6a9c,Is an Alert System Needed for People With Dementia?,City Room,,,,,,By Jennifer 8. Lee,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
A 21-year study finds that moderate coffee drinkers are much less likely to develop Alzheimer’s disease and other forms of dementia.,https://www.nytimes.com/2009/01/24/health/research/24coffee.html,A 21-year study finds that moderate coffee drinkers are much less likely to develop Alzheimer’s disease and other forms of dementia.,"Drinking coffee may do more than just keep you awake. A new study suggests an intriguing potential link to mental health later in life, as well. ",,,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coffee', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2009-01-23T22:06:02+0000,article,Science,Health,Research,News,nyt://article/89356c22-fbee-5234-889c-729d66bbc37d,393,nyt://article/89356c22-fbee-5234-889c-729d66bbc37d,Coffee Linked to Lower Dementia Risk,,,Coffee Linked to Lower Dementia Risk,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Drinking coffee may do more than just keep you awake. A new study suggests an intriguing potential link to mental health later in life, as well.",https://www.nytimes.com/2009/01/25/health/25iht-24coffee.19653282.html,,"Drinking coffee may do more than just keep you awake. A new study suggests an intriguing potential link to mental health later in life, as well.",,,International Herald Tribune,[],[],2009-02-05T05:00:00+0000,article,IHT News,Health,,News,nyt://article/4b865cfa-6461-53d1-82c2-7901b090bf33,379,nyt://article/4b865cfa-6461-53d1-82c2-7901b090bf33,Coffee linked to lower dementia risk,,,Coffee linked to lower dementia risk,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer's and other forms of dementia.",https://cityroom.blogs.nytimes.com/2009/10/12/blogs/12cityroom-is-an-al91239.html,"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer's and other forms of dementia.","At least 300 people with Alzheimer's disease and other forms of dementia wander off within, or to, New York City every year, according to the New York City chapter of the Alzheimer's Association. ",,,The New York Times,[],[],2009-10-12T21:47:31+0000,article,None,Blogs,,Web Log,nyt://article/5eb5dfff-be88-5061-b893-c1784422e597,621,nyt://article/5eb5dfff-be88-5061-b893-c1784422e597,Is an Alert System Needed for People With Dementia?,City Room,,Is an Alert System Needed for People With Dementia?,,,,By JENNIFER 8. LEE,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
