abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,type_of_material,subsection_name,query_consulta
"Researchers are trying to determine when and how the brain begins to deteriorate. If drugs can be given sooner, they say, treatment might be more successful.",https://www.nytimes.com/2010/11/09/health/09alzheimers.html,"Researchers are trying to determine when and how the brain begins to deteriorate. If drugs can be given sooner, they say, treatment might be more successful.","Much of the research on Alzheimer’s next year will be about going back in time, trying to determine when and how the brain begins to deteriorate.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-articleInline-v2.jpg', 'height': 245, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-11-08T21:07:23+0000,article,Science,Health,nyt://article/1ec4205b-64f9-5b88-b6bb-cbf2df314ffa,863,nyt://article/1ec4205b-64f9-5b88-b6bb-cbf2df314ffa,"For Edge on Alzheimer’s, Testing Early Treatments",Reporter's Notebook,,"For Edge on Alzheimer’s, Testing Early Treatments",,,,By Pam Belluck,"[{'firstname': 'Pam', 'middlename': None, 'lastname': 'Belluck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,5,News,,dementia
"An early sign of dementia is an inability to understand money, leaving financial advisers and lawyers in a bind.",https://www.nytimes.com/2010/10/31/health/healthspecial/31finances.html,"An early sign of dementia is an inability to understand money, leaving financial advisers and lawyers in a bind.","Renee Packel used to have a typical suburban life. Her husband, Arthur, was a lawyer and also sold insurance. They lived in a town house just outside Philadelphia, and Mrs. Packel took care of their home and family.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/31finances-span-articleLarge.jpg', 'height': 372, 'width': 600, 'legacy': {'xlarge': 'images/2010/10/31/us/31finances-span/31finances-span-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 372}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/FINANCES-1-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/FINANCES-1-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/31finances-span-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/31finances-span-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/10/31/us/31finances-span/31finances-span-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'AMERICAN PSYCHOLOGICAL ASSN', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Financial Industry Regulatory Authority', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Legal Profession', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 10, 'major': 'N'}]",2010-10-31T00:49:40+0000,article,National,Health,nyt://article/ac10bb75-3e70-598a-a2ca-eae73d5d9741,1847,nyt://article/ac10bb75-3e70-598a-a2ca-eae73d5d9741,Money Woes Can Be Early Clue to Alzheimer’s,Mind,,Money Woes Can Be Early Clue to Alzheimer’s,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,News,Health,dementia
"Wednesday | Today’s idea: We’re becoming a “neurocapitalist” world, an essay says. The demands of performance-driven, self-enhancing societies will expand markets for neuro-psychotropic drugs beyond those for depression, dementia and attention deficit disorder. And they will cost our health care systems dearly. [Eurozine via Merkur]",https://ideas.blogs.nytimes.com/2010/02/17/the-dawn-of-neurocapitalism/,"Wednesday | Today’s idea: We’re becoming a “neurocapitalist” world, an essay says. The demands of performance-driven, self-enhancing societies will expand markets for neuro-psychotropic drugs beyond those for depression, dementia and attention def...","Today’s idea: We’re becoming a “neurocapitalist” world, an essay says. The demands of performance-driven, self-enhancing societies will expand markets for neuro-psychotropic drugs beyond those for depression, dementia and attention deficit disorder. And they will cost our health care systems dearly.",The New York Times,[],[],2010-02-17T11:31:47+0000,article,,Week in Review,nyt://article/896f64f9-a27f-54a8-a40c-cfcda806ba26,387,nyt://article/896f64f9-a27f-54a8-a40c-cfcda806ba26,The Dawn of ‘Neurocapitalism’,Idea of the Day,,,,,,By Tom Kuntz,"[{'firstname': 'Tom', 'middlename': None, 'lastname': 'Kuntz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"A typical day for Dr. Subha Airan-Javia, a 32-year-old hospitalist, who splits her time between clinical care and information technology. ",https://www.nytimes.com/2010/05/27/health/policy/27hospside.html,"A typical day for Dr. Subha Airan-Javia, a 32-year-old hospitalist, who splits her time between clinical care and information technology. ","Dr. Subha Airan-Javia, a 32-year-old hospitalist, splits her time between clinical care and information technology designed to save money and increase efficiency. “I’d be bored doing the same thing every day,” she said. ",The New York Times,[],"[{'name': 'subject', 'value': 'Doctors', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}]",2010-05-27T01:51:03+0000,article,National,Health,nyt://article/e44974b5-fd1b-5d9b-99ce-701ecc07633e,426,nyt://article/e44974b5-fd1b-5d9b-99ce-701ecc07633e,A Busy Schedule Is Never Boring,,,A Busy Schedule Is Never Boring,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,16,News,Money & Policy,dementia
Doctors are exploring a new option in palliative care: comfort feeding only.,https://newoldage.blogs.nytimes.com/2010/08/03/an-alternative-to-the-feeding-tube/,Doctors are exploring a new option in palliative care: comfort feeding only.,The Times reports today on a new option in palliative care called “comfort feeding only.” ,The New York Times,[],[],2010-08-03T15:41:24+0000,article,Science,Health,nyt://article/60e49178-bffc-5e22-aa62-4eea9bfbc64e,161,nyt://article/60e49178-bffc-5e22-aa62-4eea9bfbc64e,An Alternative to the Feeding Tube,The New Old Age,,,,,,By The New York Times,[],The New York Times,,,,,dementia
"Tuesday, there was a match between elder French and Russian chess players that was part of a study to see if engaging in rigorous mental activity can prevent Alzheimer’s disease.",https://gambit.blogs.nytimes.com/2010/12/07/can-playing-chess-prevent-alzheimers/,"Tuesday, there was a match between elder French and Russian chess players that was part of a study to see if engaging in rigorous mental activity can prevent Alzheimer’s disease.","Chess can be diverting, amusing, engrossing, perplexing, exasperating, infuriating, and a few other things. But is it good for your mental health?",The New York Times,[],[],2010-12-07T23:05:06+0000,article,,Crosswords & Games,nyt://article/e126fdea-bb59-5957-8c85-90e18b8e2d4c,145,nyt://article/e126fdea-bb59-5957-8c85-90e18b8e2d4c,Can Playing Chess Prevent Alzheimer’s Disease?,Gambit,,,,,,By Dylan Loeb McClain,"[{'firstname': 'Dylan', 'middlename': 'Loeb', 'lastname': 'McClain', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Chess,dementia
Larry King on the question: What would it take to go?,https://www.nytimes.com/2010/12/19/weekinreview/19backthen.html,Larry King on the question: What would it take to go?,"Larry King ended his run as the 9 p.m. fixture on CNN last week. Between his radio career and his stint on television, he did about 50,000 interviews. When Jacques Steinberg of The Times visited him in Beverly Hills in 2007, he had recently undergone a procedure for a clogged artery.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-jumbo.jpg', 'height': 928, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-popup.jpg', 'height': 589, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-articleInline.jpg', 'height': 172, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/12/19/weekinreview/BACK-THEN/BACK-THEN-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2010-12-18T15:56:30+0000,article,WeekInReview,Week in Review,nyt://article/a1d134f5-059c-5cbb-9417-7357eacc92e1,165,nyt://article/a1d134f5-059c-5cbb-9417-7357eacc92e1,Back Then: 2007,,,BACK THEN: 2007,,,,,[],,WK,4,News,,dementia
The campaign to address the impact of head trauma on former players has been spearheaded by a diverse group that has changed the league’s approach to the problem.,https://www.nytimes.com/2010/04/11/sports/football/11women.html,The campaign to address the impact of head trauma on former players has been spearheaded by a diverse group that has changed the league’s approach to the problem.,Those who have followed the debate over the risks of sports concussions nodded knowingly Monday when its most significant legal action to date was brought by a woman.,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/11/sports/11women_CA1/11women_CA1-popup.jpg', 'height': 492, 'width': 500, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/11/sports/11women_CA1/11women_CA1-articleInline-v2.jpg', 'height': 187, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/11/sports/11women_CA1/11women_CA1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/11/sports/11women_CA1/11women_CA1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 4, 'major': 'N'}]",2010-04-10T16:54:44+0000,article,Sports,Sports,nyt://article/e7d7a2b8-bb28-5edf-936b-179bd04c6d9e,1607,nyt://article/e7d7a2b8-bb28-5edf-936b-179bd04c6d9e,"In N.F.L. Fight, Women Lead the Way",,,"In N.F.L. Fight, Women Lead the Way",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SP,1,News,Pro Football,dementia
Are psychoactive medications overused in nursing homes?,https://newoldage.blogs.nytimes.com/2010/01/11/study-nursing-home-residents-overmedicated-undertreated/,Are psychoactive medications overused in nursing homes?,The number jumped out at me as I was reading a newly published study on mental health treatment in nursing homes: 71 percent.,The New York Times,[],[],2010-01-11T13:00:41+0000,article,Science,Health,nyt://article/11b555f5-53b7-523f-aef9-5d70f425c99f,914,nyt://article/11b555f5-53b7-523f-aef9-5d70f425c99f,Overmedication in the Nursing Home,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
The company is accused of paying tens of millions of dollars to Omnicare in order put more patients on its blockbuster schizophrenia drug.,https://www.nytimes.com/2010/01/16/business/16drug.html,The company is accused of paying tens of millions of dollars to Omnicare in order put more patients on its blockbuster schizophrenia drug.,"Johnson & Johnson paid kickbacks to the nation’s largest nursing home pharmacy to increase the number of elderly patients taking the antipsychotic Risperdal and several other medications, according to a complaint filed Friday by the office of the United States attorney in Boston.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/16/business/16drug_CA0/popup.jpg', 'height': 965, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/16/business/16drug_CA0/articleInline.jpg', 'height': 284, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/16/business/16drug_CA0/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/01/16/business/16drug_CA0/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Johnson & Johnson Inc', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}]",2010-01-15T15:53:26+0000,article,Business,Business Day,nyt://article/26dd9e93-baa4-5ee0-a641-22dd3ba89a5d,1298,nyt://article/26dd9e93-baa4-5ee0-a641-22dd3ba89a5d,Johnson & Johnson Accused of Drug Kickbacks,,,Johnson & Johnson Is Accused of Paying Kickbacks,,,,By Natasha Singer,"[{'firstname': 'Natasha', 'middlename': None, 'lastname': 'Singer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,2,News,,dementia
