abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,slideshow_credits,query_consulta
"Alzheimer’s closed in on a wife early, grindingly taking over more than half of our years together.",https://www.nytimes.com/2008/09/16/health/views/16case.html,"Alzheimer’s closed in on a wife early, grindingly taking over more than half of our years together.","Pat’s nursing home, Chatsworth, is a short walk through a neighborhood park, past a gazebo, across player-worn soccer fields. On good-weather days I bike, hauling her laundry in a backpack; folding her clothes helps me feel normal.",F,6,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/15/health/16cases_450.jpg', 'height': 450, 'width': 381, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/15/health/16cases_190.jpg', 'height': 225, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/15/health/16cases_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/09/15/health/16cases_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hospice Care', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 6, 'major': 'N'}]",2008-09-15T22:35:48+0000,article,Science,Health,News,nyt://article/cfe6701f-6198-5ce2-8464-9a01fd278928,803,nyt://article/cfe6701f-6198-5ce2-8464-9a01fd278928,"In a Place of Dying, Slight Shadows of Life",Cases,,"In a Place of Dying, Slight Shadows of Life",,,,By Emerson Moran Jr,"[{'firstname': 'Emerson', 'middlename': None, 'lastname': 'Moran', 'qualifier': 'Jr', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Views,,Alzheimer
"A growing number of facilities now offer short-term respite stays, which give caregivers the chance to take a break.",https://www.nytimes.com/2008/08/19/health/19aging.html,"A growing number of facilities now offer short-term respite stays, which give caregivers the chance to take a break.","MILWAUKEE  Mildred and John Fischer thought their retirement years would be a time for traveling and visiting their grandchildren. Then last September, just as Mr. Fischer was retiring as a postal carrier, Mrs. Fischer’s mother, who has Alzheimer’s disease, came to live with them. ",A,13,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/19/us/19aging_650.jpg', 'height': 450, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/19/us/10aging_190.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/19/us/19aging_395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/19/us/19aging_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/08/19/us/19aging_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 5, 'major': 'N'}]",2008-08-19T01:46:54+0000,article,National,Health,News,nyt://article/ac85abd9-4b24-5dc2-87d6-2ccc49dded0f,1546,nyt://article/ac85abd9-4b24-5dc2-87d6-2ccc49dded0f,"For Families of the Ailing, a Brief Chance to Relax",,,"For Families of the Ailing,
A Brief Chance to Relax",,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"Flurizan, a drug developed by Myriad Genetics to treat Alzheimer’s disease, failed in a closely watched late-stage clinical trial, dealing another blow to efforts to combat the illness.",https://www.nytimes.com/2008/07/01/business/01gene.html,"Flurizan, a drug developed by Myriad Genetics to treat Alzheimer’s disease, failed in a closely watched late-stage clinical trial, dealing another blow to efforts to combat the illness.","A drug under development by Myriad Genetics to treat Alzheimer’s disease failed in a closely watched late-stage clinical trial, dealing another blow to efforts to combat the illness. ",C,4,The New York Times,[],"[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Elan Corporation PLC', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Wyeth', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Myriad Genetics Incorporated', 'rank': 9, 'major': 'N'}]",2008-07-01T04:00:00+0000,article,Business,Business Day,News,nyt://article/2522a531-4b89-58c2-8be5-d30fd652b77f,816,nyt://article/2522a531-4b89-58c2-8be5-d30fd652b77f,Myriad Genetics Stops Work on Alzheimer’s Drug,,,Myriad Genetics Stops Work on an Alzheimer’s Drug,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
The drug maker said that a product for treating Alzheimer’s improved cognitive functioning in patients who did not carry a genetic variation called ApoE4.,https://www.nytimes.com/2008/06/18/business/18drug.html,The drug maker said that a product for treating Alzheimer’s improved cognitive functioning in patients who did not carry a genetic variation called ApoE4.,The drug maker Wyeth said on Tuesday that a potential product for treating Alzheimer’s showed promise in an intermediate clinical study. ,C,2,The New York Times,[],"[{'name': 'organizations', 'value': 'Wyeth', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]",2008-06-18T04:00:00+0000,article,Business,Business Day,News,nyt://article/131e7c37-df9d-52b6-b941-3c2d220cce8b,405,nyt://article/131e7c37-df9d-52b6-b941-3c2d220cce8b,Wyeth Shares Rise on Promising Study of Alzheimer’s Drug,,,Wyeth’s Shares Rise on Results of Alzheimer’s Drug Study,,,,By Stephanie Saul,"[{'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"A history of depression is associated with an increased risk for Alzheimer’s disease, a new study has found.",https://www.nytimes.com/2008/04/29/health/research/29agin.html,"A history of depression is associated with an increased risk for Alzheimer’s disease, a new study has found.","A history of depression is associated with an increased risk for Alzheimer’s disease, a new study has found, especially when the depression develops before age 60.",F,6,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2008-04-29T04:00:00+0000,article,Science,Health,News,nyt://article/315080b2-3d88-570f-8a02-c3719813c8b8,223,nyt://article/315080b2-3d88-570f-8a02-c3719813c8b8,Aging: Depression Tied to Alzheimer’s,Vital Signs,,Depression Tied to Alzheimer’s,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Research,,Alzheimer
It may be best for caregivers to enter the topsy-turvy reality of the cognitively impaired rather than trying to force them into a world they no longer understand.,https://newoldage.blogs.nytimes.com/2008/12/04/talking-alzheimers/,It may be best for caregivers to enter the topsy-turvy reality of the cognitively impaired rather than trying to force them into a world they no longer understand.,"Few self-help books for family members of those with Alzheimer’s disease are as universally praised as “Learning to Speak Alzheimer’s,’’ by Joanne Koenig Coste. The book preaches a counterintuitive approach she calls “habilitation,’’ which is a fancy word for entering the topsy-turvy reality of the cognitively impaired person rather than trying to force them into a world they no longer understand. ",,,The New York Times,[],[],2008-12-04T13:00:12+0000,article,Science,Health,News,nyt://article/0d714e92-f632-550f-a695-f67c5a862087,1076,nyt://article/0d714e92-f632-550f-a695-f67c5a862087,Talking Alzheimer’s,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
Becoming single in midlife through death or divorce dramatically increases risk for dementia in the older years.,https://well.blogs.nytimes.com/2008/08/01/blogs/01well-marriage471.html,Becoming single in midlife through death or divorce dramatically increases risk for dementia in the older years.,"(Photo: (Credit:Benjamin Sklar/Associated Press))   Whether you are single or divorced in midlife appears to influence your risk of developing Alzheimer's and other forms of dementia as you age.  It's long been known that social relationships can decrease the risk of developing dementia. In June, Harvard researchers reported how active socializing in old age could delay memory problems.   But most research on social relationships and dementia measures the social life of the very old. The newest study, presented at the 2008 Alzheimer's Association International Conference on Alzheimer's Disease in Chicago, focused on the effect relationships in midlife may have on long-term risk. It tracked 2,000 men and women in Finland beginning at the age of 50 and followed up with them 21 years later.   They found that people who were living with a spouse or a partner in midlife ran a 50 percent lower risk of developing dementia during their older years than people living alone. How long a person had been single and the reason they were single also affected risk. Living alone for your entire adult life doubled risk, but those who had been married and then divorced and remained single in midlife showed three times the risk.  Those at greatest risk of developing dementia were people who had lost their partner before middle age and then continued to live as a widow or widower. The study showed that these individuals had a six times greater chance of developing Alzheimer's than those who were married.  ""This suggests two influencing factors -- social and intellectual stimulation and trauma,"" said lead author Krister Håkansson, a psychology researcher at Växjö University and the Karolinska Institute in Sweden. ""In practice, it shows how important it is to put resources into helping people who have undergone a crisis.""  Dr. Håkansson said future research will focus on whether risk is influenced by the quality of the relationship or whether someone always intended to live a single life or not. ",,,The New York Times,[],[],2008-08-01T13:20:40+0000,article,None,Blogs,Web Log,nyt://article/9f76aa56-072f-52f0-bdba-edb6cc3c26d9,324,nyt://article/9f76aa56-072f-52f0-bdba-edb6cc3c26d9,"Marriage, Divorce and Alzheimer's Risk",Well,,"Marriage, Divorce and Alzheimer&#39;s Risk",,,,By TARA PARKER-POPE,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'PARKER-POPE', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
Patients with Alzheimer's disease show a marked improvement after taking a drug designed for treatment arthritis.,https://www.nytimes.com/video/health/1194817505659/a-new-treatment-for-alzheimer-s.html,Patients with Alzheimer's disease show a marked improvement after taking a drug designed for treatment arthritis.,Patients with Alzheimer's disease show a marked improvement after taking a drug designed for treatment arthritis.,,,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/21/health/21well.190x126.fr.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2008/07/21/health/21well.190x126.fr.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/21/health/21well.75x50.fr.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/21/health/21well.312x176.fr.jpg', 'height': 176, 'width': 312, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/21/health/21well.75x75.fr.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/21/health/21well.75x75.fr.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2008-07-21T17:51:30+0000,multimedia,,Health,Video,nyt://video/0ca419c8-92ae-55f8-8357-1b7c734ba7da,0,nyt://video/0ca419c8-92ae-55f8-8357-1b7c734ba7da,A New Treatment for Alzheimer's,,,,,,,,[],,,,Alzheimer
"Stricken with Alzheimer’s disease, the British author Terry Pratchett, 59, has donated $1 million toward research into this debilitating brain ailment, Agence France-Presse reported. Mr. Pratchett, whose best-selling Discworld books (55 million copies worldwide) are set in a flat universe balanced on the backs of four elephants standing on a giant turtle, said insufficient funds and the perception that Alzheimer’s was a “fairly quiet” disease compared with cancer, were stalling efforts to learn more about it.",https://www.nytimes.com/2008/03/15/arts/15arts-AILINGAUTHOR_BRF.html,"Stricken with Alzheimer’s disease, the British author Terry Pratchett, 59, has donated $1 million toward research into this debilitating brain ailment, Agence France-Presse reported. Mr. Pratchett, whose best-selling Discworld books (55 million co...","Stricken with Alzheimer’s disease, the British author Terry Pratchett, 59, has donated $1 million toward research into this debilitating brain ailment, Agence France-Presse reported. Mr. Pratchett, whose best-selling Discworld books (55 million copies worldwide) are set in a flat universe balanced on the backs of four elephants standing on a giant turtle, said insufficient funds and the perception that Alzheimer’s was a “fairly quiet” disease compared with cancer, were stalling efforts to learn more about it.",B,10,The New York Times,[],[],2008-03-15T04:00:00+0000,article,Culture,Arts,Brief,nyt://article/955ff2f9-0155-55d9-8799-e3aabb27c831,78,nyt://article/955ff2f9-0155-55d9-8799-e3aabb27c831,Ailing Author Gives to Alzheimers Research,"Arts, Briefly",,Ailing Author Gives To Alzheimer's Research,,,,By The New York Times,[],The New York Times,,,Alzheimer
Becoming single in midlife through death or divorce dramatically increases risk for dementia in the older years.,https://well.blogs.nytimes.com/2008/08/01/marriage-divorce-and-alzheimers-risk/,Becoming single in midlife through death or divorce dramatically increases risk for dementia in the older years.,Whether you are single or divorced in midlife appears to influence your risk of developing Alzheimer’s and other forms of dementia as you age.,,,The New York Times,[],[],2008-08-01T13:20:40+0000,article,Science,Health,News,nyt://article/49ff9808-9086-5d4a-9dd4-32d18d1bfa02,319,nyt://article/49ff9808-9086-5d4a-9dd4-32d18d1bfa02,"Marriage, Divorce and Alzheimer’s Risk",Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"People who are on a path to develop Alzheimer’s disease may hasten its arrival if they drink or smoke too much, researchers say.",https://www.nytimes.com/2008/04/22/health/research/22agin.html,"People who are on a path to develop Alzheimer’s disease may hasten its arrival if they drink or smoke too much, researchers say.","People who are on a path to develop Alzheimer’s disease may hasten its arrival if they drink or smoke too much, researchers say.",F,6,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Smoking and Tobacco', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2008-04-22T04:00:00+0000,article,Science,Health,News,nyt://article/4ec9cca1-2b1f-5786-9a14-25205aca892d,239,nyt://article/4ec9cca1-2b1f-5786-9a14-25205aca892d,"Aging: Smoking, Drinking and Alzheimer’s Risk",Vital Signs,,"Aging: Smoking, Drinking and Alzheimer’s Risk",,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Research,,Alzheimer
"Friends gathered at a benefit to honor Jack Agüeros, a Puerto Rican community activist, translator, poet and former director of El Museo del Barrio, who has Alzheimer’s disease.",https://cityroom.blogs.nytimes.com/2008/03/20/a-puerto-rican-poets-last-fight-with-alzheimers/,"Friends gathered at a benefit to honor Jack Agüeros, a Puerto Rican community activist, translator, poet and former director of El Museo del Barrio, who has Alzheimer’s disease.","Lord,on 8th Streetbetween 6th Avenue and Broadwaythere are enough shoe storeswith enough shoesto make me wonderwhy there are shoeless peopleon the earth. ",,,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hispanic-Americans', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Poetry and Poets', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Puerto Ricans', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Espada, Martin', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'El Museo del Barrio', 'rank': 7, 'major': 'N'}]",2008-03-20T15:05:59+0000,article,Metro,New York,News,nyt://article/750a2efb-e188-5362-a15a-6442b88925aa,1698,nyt://article/750a2efb-e188-5362-a15a-6442b88925aa,A Puerto Rican Poet’s Fight With Alzheimer’s,City Room,,,,,,By David Gonzalez,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Gonzalez', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
WASHINGTON — Researchers have uncovered a new clue to the cause of Alzheimer's disease.,https://www.nytimes.com/2008/06/22/world/americas/22iht-22alzheimers.13896578.html,,WASHINGTON — Researchers have uncovered a new clue to the cause of Alzheimer's disease.,,,International Herald Tribune,[],[],2008-06-22T05:00:00+0000,article,IHT News,World,News,nyt://article/dd86715b-7521-5091-ac3c-07d643580dc7,451,nyt://article/dd86715b-7521-5091-ac3c-07d643580dc7,Researchers find a clue   in battle against Alzheimer's,,,Researchers find a clue   in battle against Alzheimer's,,,,,[],,Americas,,Alzheimer
"A drug developed by Myriad Genetics to treat Alzheimer's disease failed in a closely watched late-stage clinical trial, dealing another blow to efforts to combat the illness.",https://www.nytimes.com/2008/06/30/business/worldbusiness/30iht-gene.4.14104847.html,,"A drug developed by Myriad Genetics to treat Alzheimer's disease failed in a closely watched late-stage clinical trial, dealing another blow to efforts to combat the illness.",,,International Herald Tribune,[],[],2008-06-30T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/e2976e02-e775-56c5-94d9-936bccd56167,336,nyt://article/e2976e02-e775-56c5-94d9-936bccd56167,Drug for Alzheimer's fails in late-stage trial,,,Drug for Alzheimer's fails in late-stage trial,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,International Business,,Alzheimer
The drug maker Wyeth said Tuesday that an investigational product for treating Alzheimer's showed promise in an intermediate clinical study.,https://www.nytimes.com/2008/06/17/business/worldbusiness/17iht-18drug.13783698.html,,The drug maker Wyeth said Tuesday that an investigational product for treating Alzheimer's showed promise in an intermediate clinical study.,,,International Herald Tribune,[],[],2008-06-17T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/6fd8c7f8-1354-55ec-bab5-ca7203b6e65b,453,nyt://article/6fd8c7f8-1354-55ec-bab5-ca7203b6e65b,Wyeth shares rises on promising study of Alzheimer's drug,,,Wyeth shares rises on promising study of Alzheimer's drug,,,,By Stephanie Saul,"[{'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,International Business,,Alzheimer
"MILWAUKEE — Mildred and John Fischer thought their retirement years would be a time for traveling and visiting their grandchildren. Then last September, just as John Fischer was retiring from the post office, Mildred Fischer's mother, who has Alzheimer's disease, came to live with them.",https://www.nytimes.com/2008/08/19/health/19iht-elderly.1.15418767.html,,"MILWAUKEE — Mildred and John Fischer thought their retirement years would be a time for traveling and visiting their grandchildren. Then last September, just as John Fischer was retiring from the post office, Mildred Fischer's mother, who has Alzheimer's disease, came to live with them.",,,International Herald Tribune,[],[],2008-08-19T05:00:00+0000,article,IHT News,Health,News,nyt://article/0c2957a8-6977-59ec-9982-c94a65ff1e8b,1315,nyt://article/0c2957a8-6977-59ec-9982-c94a65ff1e8b,Respite for those who take care of someone with Alzheimer's,,,Respite for those who take care of someone with Alzheimer's,,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"The use of antipsychotic drugs to tamp down the agitation, combative behavior and outbursts of dementia patients has soared.",https://www.nytimes.com/2008/06/24/health/24deme.html,"The use of antipsychotic drugs to tamp down the agitation, combative behavior and outbursts of dementia patients has soared.","Ramona Lamascola thought she was losing her 88-year-old mother to dementia. Instead, she was losing her to overmedication.",F,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/23/health/24deme.1_600.jpg', 'height': 403, 'width': 600, 'legacy': {'xlarge': 'images/2008/06/23/health/24deme.1_600.jpg', 'xlargewidth': 600, 'xlargeheight': 403}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/23/health/24deme.1_600.jpg', 'height': 403, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/23/health/24deme.1_395.jpg', 'height': 265, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/23/health/24deme.1_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/06/23/health/24deme.1_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Sedatives', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 8, 'major': 'N'}]",2008-06-24T04:00:00+0000,article,Science,Health,News,nyt://article/87eafea8-5726-57f6-84e6-d026e2cbaf8b,1420,nyt://article/87eafea8-5726-57f6-84e6-d026e2cbaf8b,Doctors Say Medication Is Overused in Dementia,,,Doctors Say Medication Is Overused In Dementia,,,,By Laurie Tarkan,"[{'firstname': 'Laurie', 'middlename': None, 'lastname': 'Tarkan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
