abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
"Randi considers the YMCA her lifeline, especially the pool. Randi weighs more than 300 pounds and has borderline diabetes, but she controls her blood sugar and keeps her bright outlook on life by swimming every day for about 45 minutes.",https://www.nytimes.com/2008/05/01/health/01iht-29brod.12481016.html,,"Randi considers the YMCA her lifeline, especially the pool. Randi weighs more than 300 pounds and has borderline diabetes, but she controls her blood sugar and keeps her bright outlook on life by swimming every day for about 45 minutes.",,,International Herald Tribune,[],[],2008-05-01T05:00:00+0000,article,IHT News,Health,,News,nyt://article/d9677637-c651-5aaa-b069-bfd07785b9e9,1025,nyt://article/d9677637-c651-5aaa-b069-bfd07785b9e9,"You name it, and exercise helps it",,,"You name it, and exercise helps it",,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
People with chronic health problems can improve their health and quality of life by learning how to exercise safely.,https://www.nytimes.com/2008/04/29/health/29brod.html,People with chronic health problems can improve their health and quality of life by learning how to exercise safely.,"Randi considers the Y.M.C.A. her lifeline, especially the pool. Randi weighs more than 300 pounds and has borderline diabetes, but she controls her blood sugar and keeps her bright outlook on life by swimming every day for about 45 minutes. ",F,7,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/28/health/brody_190.jpg', 'height': 293, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/28/health/brody_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/28/health/brody_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Obesity', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Stress (Human)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARTHRITIS AND RHEUMATISM', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diabetes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ANXIETY', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Therapy and Rehabilitation', 'rank': 9, 'major': 'N'}]",2008-04-29T04:00:00+0000,article,Science,Health,,News,nyt://article/a5685faa-71f1-5cd4-8992-513b8ef9ba4a,1082,nyt://article/a5685faa-71f1-5cd4-8992-513b8ef9ba4a,"You Name It, and Exercise Helps It",Personal Health,,"You Name It, and Exercise Helps It",,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
John C. Lechleiter’s 2003 e-mail message appears to have encouraged Eli Lilly to promote its schizophrenia medicine Zyprexa for a use not approved by federal drug regulators.,https://www.nytimes.com/2008/03/15/business/15drug.html,John C. Lechleiter’s 2003 e-mail message appears to have encouraged Eli Lilly to promote its schizophrenia medicine Zyprexa for a use not approved by federal drug regulators.,"ANCHORAGE  John C. Lechleiter, an Eli Lilly official who is about to become the company’s top executive, wrote an e-mail message in 2003 that appears to have encouraged Lilly to promote its schizophrenia medicine Zyprexa for a use not approved by federal drug regulators. ",C,1,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/15/business/15drug_190.jpg', 'height': 158, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/15/business/15drug_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/03/15/business/15drug_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Zyprexa (Drug)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Schizophrenia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation', 'rank': 6, 'major': 'N'}]",2008-03-15T04:00:00+0000,article,Business,Business Day,,News,nyt://article/608f7a03-b989-5e70-86c9-c9fc7b3f29cd,1019,nyt://article/608f7a03-b989-5e70-86c9-c9fc7b3f29cd,Eli Lilly E-Mail Discussed Unapproved Use of Drug,,,Lilly Executive Discussed Off-Label Uses for Drug,,,,By Alex Berenson,"[{'firstname': 'Alex', 'middlename': None, 'lastname': 'Berenson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"My Feb. 5 column, ""A Heartfelt Appeal for a Graceful Exit,"" prompted a deluge of information and requests for information on how people too sick to reap meaningful pleasure from life might be able to control their death.",https://www.nytimes.com/2008/03/19/health/19iht-18brod.11260911.html,,"My Feb. 5 column, ""A Heartfelt Appeal for a Graceful Exit,"" prompted a deluge of information and requests for information on how people too sick to reap meaningful pleasure from life might be able to control their death.",,,International Herald Tribune,[],[],2008-03-19T05:00:00+0000,article,IHT News,Health,,News,nyt://article/6c80c24c-ed55-5211-9b98-5466e906a5af,1146,nyt://article/6c80c24c-ed55-5211-9b98-5466e906a5af,Terminal options for the irreversibly ill,,,Terminal options for the irreversibly ill,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Just as children shouldn't be treated by doctors as small adults, elderly patients shouldn't be treated as old adults. ",https://www.nytimes.com/2008/12/30/health/30brod.html,"Just as children shouldn't be treated by doctors as small adults, elderly patients shouldn't be treated as old adults. ","The Martha Stewart Center for Living at Mount Sinai Medical Center in New York is like no medical clinic I’ve ever seen. It is brightly lighted and quiet  there is no television blasting. It has wide corridors and plenty of comfortable chairs with sturdy arms, and yet few people wait more than 10 minutes to see a doctor or nurse practitioner.",D,7,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/29/science/30brody_500.jpg', 'height': 500, 'width': 318, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/29/science/30brody_190.jpg', 'height': 298, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/29/science/30brody_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/12/29/science/30brody_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 3, 'major': 'N'}]",2008-12-29T22:24:04+0000,article,Science,Health,,News,nyt://article/4a45692a-4849-526a-b3f8-62d504fca6e7,1206,nyt://article/4a45692a-4849-526a-b3f8-62d504fca6e7,‘Cookbook Medicine’ Won’t Do for Elderly,Personal Health,,‘Cookbook Medicine’ Won’t Do for Elderly,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"The desire to hasten death is not uncommon among the terminally ill, but death doesn’t always come easily.",https://www.nytimes.com/2008/03/18/health/18brod.html,"The desire to hasten death is not uncommon among the terminally ill, but death doesn’t always come easily.","My Feb. 5 column, “A Heartfelt Appeal for a Graceful Exit,” prompted a deluge of information and requests for information on how people too sick to reap meaningful pleasure from life might be able to control their death.",F,7,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/18/science/18brody.1901.jpg', 'height': 288, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/18/science/18brody.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/03/18/science/18brody.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Death and Dying', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 4, 'major': 'N'}]",2008-03-18T04:00:00+0000,article,Science,Health,,News,nyt://article/01febfbc-d6d7-59a3-8d76-a4daf433117a,1184,nyt://article/01febfbc-d6d7-59a3-8d76-a4daf433117a,Terminal Options for the Irreversibly Ill,Personal Health,,Terminal Options for the Irreversibly Ill,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"COLUMBUS, Ohio — What does it feel like to be old in America? At the Westminster Thurber Retirement Community here, Heather Ramirez summed it up in two words. ""Painful,"" she said. ""Frustrating.""",https://www.nytimes.com/2008/08/04/health/04iht-03aging.14985807.html,,"COLUMBUS, Ohio — What does it feel like to be old in America? At the Westminster Thurber Retirement Community here, Heather Ramirez summed it up in two words. ""Painful,"" she said. ""Frustrating.""",,,International Herald Tribune,[],[],2008-08-04T05:00:00+0000,article,IHT News,Health,,News,nyt://article/4e02eecf-d3f2-5ca6-a2c5-9ac4cf78c161,1169,nyt://article/4e02eecf-d3f2-5ca6-a2c5-9ac4cf78c161,"Simulating age 85, with lessons on offering care",,,"Simulating age 85, with lessons on offering care",,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Should apes be treated like people? Which apes? Which people?,https://www.nytimes.com/2008/07/13/weekinreview/13mcneil.html,Should apes be treated like people? Which apes? Which people?,"If you caught your son burning ants with a magnifying glass, would it bother you less than if you found him torturing a mouse with a soldering iron? How about a snake? How about his sister?",WK,3,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/13/weekinreview/13mcne.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/07/13/weekinreview/13mcne.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/13/weekinreview/13mcne.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/13/weekinreview/13mcne.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/13/weekinreview/13mcne.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Monkeys and Apes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Animals', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Spain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Cruelty to Animals', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Singer, Peter', 'rank': 6, 'major': 'N'}]",2008-07-13T04:00:00+0000,article,WeekInReview,Week in Review,,News,nyt://article/eaee8d3c-ab97-549b-ba9c-2d41c6b51a7f,1264,nyt://article/eaee8d3c-ab97-549b-ba9c-2d41c6b51a7f,When Human Rights Extend to Nonhumans,Ideas & Trends,,When Human Rights Extend to Nonhumans,,,,By Donald G. McNeil Jr,"[{'firstname': 'Donald', 'middlename': 'G.', 'lastname': 'McNeil', 'qualifier': 'Jr', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Learning what it is like to be elderly can offer a chance to better understand one’s customers or even employees.,https://www.nytimes.com/2008/08/03/us/03aging.html,Learning what it is like to be elderly can offer a chance to better understand one’s customers or even employees.,"COLUMBUS, Ohio  What does it feel like to be old in America? At the Westminster Thurber Retirement Community here, Heather Ramirez summed it up in two words. “Painful,” she said. “Frustrating.”",A,22,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/03/us/03aging_600span.jpg', 'height': 324, 'width': 600, 'legacy': {'xlarge': 'images/2008/08/03/us/03aging_600span.jpg', 'xlargewidth': 600, 'xlargeheight': 324}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/03/us/03aging_600span.jpg', 'height': 324, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/03/us/03aging_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/08/03/us/03aging_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 3, 'major': 'N'}]",2008-08-03T04:00:00+0000,article,National,U.S.,,News,nyt://article/7e3ca119-c34b-59b8-905d-2ec3f159c0c1,1221,nyt://article/7e3ca119-c34b-59b8-905d-2ec3f159c0c1,"Simulating Age 85, With Lessons on Offering Care",,,"Fast-Forwarding to Age 85, With Lessons on Offering Better Care for Elderly",,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Westchester County is trying to help adult children and police address safety issues involving older drivers.,https://www.nytimes.com/2008/10/12/nyregion/westchester/12alzheimerswe.html,Westchester County is trying to help adult children and police address safety issues involving older drivers.,White Plains,WE,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/12/nyregion/12alz.span.jpg', 'height': 366, 'width': 600, 'legacy': {'xlarge': 'images/2008/10/12/nyregion/12alz.span.jpg', 'xlargewidth': 600, 'xlargeheight': 366}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/12/nyregion/12alz.span.jpg', 'height': 366, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/12/nyregion/12alz.395.jpg', 'height': 241, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/12/nyregion/12alz.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/10/12/nyregion/12alz.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Roads and Traffic', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}]",2008-10-10T23:17:32+0000,article,Regionals,New York,Westchester,News,nyt://article/29ad76e7-72de-516b-810c-15370e8b95b6,1191,nyt://article/29ad76e7-72de-516b-810c-15370e8b95b6,When Taking the Keys to the Car Turns Real,Aging | White Plains,,When Taking the Keys to the Car Turns Real,,,,By Kate Stone Lombardi,"[{'firstname': 'Kate', 'middlename': 'Stone', 'lastname': 'Lombardi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"If you caught your son burning ants with a magnifying glass, would it bother you less than if you found him torturing a mouse with a soldering iron? How about a snake? How about his sister?",https://www.nytimes.com/2008/07/13/world/europe/13iht-rights.4.14451255.html,,"If you caught your son burning ants with a magnifying glass, would it bother you less than if you found him torturing a mouse with a soldering iron? How about a snake? How about his sister?",,,International Herald Tribune,[],[],2008-07-13T05:00:00+0000,article,IHT News,World,Europe,News,nyt://article/d7197ed4-c25b-57d1-a169-451e83ab8d8c,1211,nyt://article/d7197ed4-c25b-57d1-a169-451e83ab8d8c,When do human rights extend to nonhumans?,,,When do human rights extend to nonhumans?,,,,By Donald G. McNeil Jr,"[{'firstname': 'Donald', 'middlename': 'G.', 'lastname': 'McNeil', 'qualifier': 'Jr', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"George Tenet gave misleading testimony to the 9/11 Commission, Philip Shenon shows.",https://www.nytimes.com/2008/04/13/books/review/Heilbrunn-t.html,"George Tenet gave misleading testimony to the 9/11 Commission, Philip Shenon shows.","America’s intelligence services may try to work in secret, but they are increasingly being exposed to public scrutiny. After the 9/11 Commission chronicled their shortcomings in its best-selling 2004 report, the Bush administration and Congress backed sweeping reforms. But as accounts appear about fresh lapses, it doesn’t seem that much has changed. The surprising thing doesn’t seem to be when things go wrong, but when they go right.",BR,16,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/13/books/heilbrunn-600.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/04/13/books/heilbrunn-600.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/13/books/heilbrunn-600.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/13/books/heilbrunn-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/13/books/heilbrunn-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Intelligence Services', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Tenet, George J', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Commission on Terrorist Attacks upon the United States', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'World Trade Center (NYC)', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Shenon, Philip', 'rank': 9, 'major': 'N'}]",2008-04-13T04:00:00+0000,article,BookReview,Books,Book Review,Review,nyt://article/f62d3538-97dd-5175-82c1-00bb8cf951b3,1144,nyt://article/f62d3538-97dd-5175-82c1-00bb8cf951b3,A Lack of Intelligence,,,A Lack of Intelligence,,,,By Jacob Heilbrunn,"[{'firstname': 'Jacob', 'middlename': None, 'lastname': 'Heilbrunn', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Groups like the Bath Municipal Band go way back, their music sheets and even their musicians passed on from one to another.",https://www.nytimes.com/2008/07/28/us/28land.html,"Groups like the Bath Municipal Band go way back, their music sheets and even their musicians passed on from one to another.","BRUNSWICK, Me.",A,10,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/28/us/28land.xlarge1.jpg', 'height': 236, 'width': 600, 'legacy': {'xlarge': 'images/2008/07/28/us/28land.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 236}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/28/us/28land.xlarge1.jpg', 'height': 236, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/28/us/28land.3951.jpg', 'height': 240, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/28/us/28land.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/28/us/28land.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Maine', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Musical Instruments', 'rank': 3, 'major': 'N'}]",2008-07-28T04:00:00+0000,article,National,U.S.,,Series,nyt://article/d272925a-041b-5c76-a02d-caf6647e9364,1191,nyt://article/d272925a-041b-5c76-a02d-caf6647e9364,A Source of Sustenance When the Band Plays On,This Land,,A Source of Sustenance When the Band Plays On,,,,By Dan Barry,"[{'firstname': 'Dan', 'middlename': None, 'lastname': 'Barry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Advice on end-of-life care that could have eased my mother’s last days.,https://newoldage.blogs.nytimes.com/2008/12/15/what-an-end-of-life-advisor-could-have-told-me/,Advice on end-of-life care that could have eased my mother’s last days.,"If only I’d had the 800 number for Compassion & Choices in the last difficult months of my mother’s life. She was paralyzed, incontinent and unable to speak. I watched the light leave her eyes and her body crumple like a rag doll’s, and I knew that one day soon she would say, “Enough.” ",,,The New York Times,[],[],2008-12-15T15:30:08+0000,article,Science,Health,,News,nyt://article/518c7be7-b21e-5011-83b7-006787fc3033,1309,nyt://article/518c7be7-b21e-5011-83b7-006787fc3033,What an End-of-Life Adviser Could Have Told Me,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"LONDON — It's particularly gratifying when the live theater genuinely feels alive, giving off that sense of occasion in which performers and spectators can share alike. Such was the case just last week at the opening night of the latest Royal Shakespeare Company ""Hamlet."" The director Gregory Doran's modern-dress production had sold out its entire six-week run within hours on the back of the stage veteran-turned-TV star David Tennant (""Doctor Who"") in the title role. So one can scarcely recreate the sense of disappointment coupled with apprehension when a bad back sidelined Tennant from his own first night. (The actor, who has since had surgery, is out of the play at the Novello Theatre at least until Christmas.)",https://www.nytimes.com/2008/12/17/arts/17iht-lon17.1.18690865.html,,"LONDON — It's particularly gratifying when the live theater genuinely feels alive, giving off that sense of occasion in which performers and spectators can share alike. Such was the case just last week at the opening night of the latest Royal Shakespeare Company ""Hamlet."" The director Gregory Doran's modern-dress production had sold out its entire six-week run within hours on the back of the stage veteran-turned-TV star David Tennant (""Doctor Who"") in the title role. So one can scarcely recreate the sense of disappointment coupled with apprehension when a bad back sidelined Tennant from his own first night. (The actor, who has since had surgery, is out of the play at the Novello Theatre at least until Christmas.)",,,International Herald Tribune,[],[],2008-11-15T05:00:00+0000,article,IHT News,Arts,,News,nyt://article/14826a2c-fd98-5c81-9cc6-e20428939f5e,1194,nyt://article/14826a2c-fd98-5c81-9cc6-e20428939f5e,"In 'Hamlet,' a star-spotter alert for the understudy",,,"In 'Hamlet,' a star-spotter alert for the understudy",,,,By Matt Wolf,"[{'firstname': 'Matt', 'middlename': None, 'lastname': 'Wolf', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
