abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,slideshow_credits,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"Researchers are trying to determine when and how the brain begins to deteriorate. If drugs can be given sooner, they say, treatment might be more successful.",https://www.nytimes.com/2010/11/09/health/09alzheimers.html,"Researchers are trying to determine when and how the brain begins to deteriorate. If drugs can be given sooner, they say, treatment might be more successful.","Much of the research on Alzheimer’s next year will be about going back in time, trying to determine when and how the brain begins to deteriorate.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-articleInline-v2.jpg', 'height': 245, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/11/09/science/09alzheimersspan/09alzheimersspan-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-11-08T21:07:23+0000,article,Science,Health,News,nyt://article/1ec4205b-64f9-5b88-b6bb-cbf2df314ffa,863,,nyt://article/1ec4205b-64f9-5b88-b6bb-cbf2df314ffa,"For Edge on Alzheimer’s, Testing Early Treatments",Reporter's Notebook,,"For Edge on Alzheimer’s, Testing Early Treatments",,,,By Pam Belluck,"[{'firstname': 'Pam', 'middlename': None, 'lastname': 'Belluck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,5,,Alzheimer
"Children may have to handle mundane tasks like paying bills, or become immersed in a parent’s financial affairs.",https://www.nytimes.com/2010/11/06/your-money/06money.html,"Children may have to handle mundane tasks like paying bills, or become immersed in a parent’s financial affairs.","As my grandfather’s mind slipped away, first slowly, then quickly, as Alzheimer’s disease moved in, he tried to be reassuring. “I remember the important things,” he would tell us.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/06/business/06money/06money-jumbo.jpg', 'height': 681, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/06/business/06money/06money-popup.jpg', 'height': 432, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/06/business/06money/06money-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/06/business/06money/06money-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Personal Finances', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}]",2010-11-05T19:43:17+0000,article,Business,Your Money,News,nyt://article/5a69e470-0f2e-5694-aa01-3eb7abd4db75,1368,,nyt://article/5a69e470-0f2e-5694-aa01-3eb7abd4db75,Stepping In for a Parent With Alzheimer’s,Your Money,,Stepping In for a Parent When Alzheimer’s Sets In,,,,By Tara Siegel Bernard,"[{'firstname': 'Tara', 'middlename': 'Siegel', 'lastname': 'Bernard', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,1,,Alzheimer
A consortium of medical and financial organizations hopes that physicians will learn to identify elderly patients at risk for financial abuse.,https://newoldage.blogs.nytimes.com/2010/11/17/in-the-examination-room-an-effort-to-prevent-financial-abuse/,A consortium of medical and financial organizations hopes that physicians will learn to identify elderly patients at risk for financial abuse.,Can doctors and other medical professionals be trained to spot elderly patients who are at risk of being ripped off?,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Abuse', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN ACADEMY OF FAMILY PHYSICIANS', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Baylor College of Medicine', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'North American Securities Administrators Assn', 'rank': 9, 'major': 'N'}]",2010-11-17T20:41:45+0000,article,,Health,,nyt://article/3eedb8ab-483e-5913-ba02-2fc62a7cc4b0,369,,nyt://article/3eedb8ab-483e-5913-ba02-2fc62a7cc4b0,"In the Examination Room, an Effort to Prevent Financial Abuse",The New Old Age,,,,,,By DIANA B. HENRIQUES,"[{'firstname': 'Diana', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
More medical research is needed to defeat Alzheimer’s disease before it’s too late to help the baby boom generation.,https://www.nytimes.com/2010/10/28/opinion/28oconnor.html,More medical research is needed to defeat Alzheimer’s disease before it’s too late to help the baby boom generation.,"OUR government is ignoring what is likely to become the single greatest threat to the health of Americans: Alzheimer’s disease, an illness that is 100 percent incurable and 100 percent fatal. It attacks rich and poor, white-collar and blue, and women and men, without regard to party. A degenerative disease, it steadily robs its victims of memory, judgment and dignity, leaves them unable to care for themselves and destroys their brain and their identity — often depleting their caregivers and families both emotionally and financially.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/opinion/28opedimg/28opedimg-thumbWide.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2010/10/28/opinion/28opedimg/28opedimg-thumbWide.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/opinion/28opedimg/28opedimg-jumbo-v2.jpg', 'height': 768, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/opinion/28opedimg/28opedimg-popup.jpg', 'height': 768, 'width': 1024, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/opinion/28opedimg/28opedimg-articleInline.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/opinion/28opedimg/28opedimg-sfSpan.jpg', 'height': 395, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/opinion/28opedimg/28opedimg-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/10/28/opinion/28opedimg/28opedimg-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institutes of Health', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 7, 'major': 'N'}]",2010-10-28T01:21:57+0000,article,OpEd,Opinion,Op-Ed,nyt://article/6250958e-3834-52d2-a874-d4e365f1e950,810,,nyt://article/6250958e-3834-52d2-a874-d4e365f1e950,The Age of Alzheimer’s,Op-Ed Contributors,,The Age of Alzheimer&#8217;s,,,,"By SANDRA DAY O'CONNOR, STANLEY PRUSINER and KEN DYCHTWALD","[{'firstname': 'Sandra', 'middlename': 'Day', 'lastname': ""O'CONNOR"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Stanley', 'middlename': None, 'lastname': 'PRUSINER', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Ken', 'middlename': None, 'lastname': 'DYCHTWALD', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",,A,33,,Alzheimer
"An early sign of dementia is an inability to understand money, leaving financial advisers and lawyers in a bind.",https://www.nytimes.com/2010/10/31/health/healthspecial/31finances.html,"An early sign of dementia is an inability to understand money, leaving financial advisers and lawyers in a bind.","Renee Packel used to have a typical suburban life. Her husband, Arthur, was a lawyer and also sold insurance. They lived in a town house just outside Philadelphia, and Mrs. Packel took care of their home and family.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/31finances-span-articleLarge.jpg', 'height': 372, 'width': 600, 'legacy': {'xlarge': 'images/2010/10/31/us/31finances-span/31finances-span-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 372}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/FINANCES-1-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/FINANCES-1-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/31finances-span-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/31/us/31finances-span/31finances-span-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/10/31/us/31finances-span/31finances-span-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'AMERICAN PSYCHOLOGICAL ASSN', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Financial Industry Regulatory Authority', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Legal Profession', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 10, 'major': 'N'}]",2010-10-31T00:49:40+0000,article,National,Health,News,nyt://article/ac10bb75-3e70-598a-a2ca-eae73d5d9741,1847,,nyt://article/ac10bb75-3e70-598a-a2ca-eae73d5d9741,Money Woes Can Be Early Clue to Alzheimer’s,Mind,,Money Woes Can Be Early Clue to Alzheimer’s,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,Health,Alzheimer
This week’s Your Money column discusses how to take on the role of financial guardian for people with Alzheimer’s and other forms of dementia.,https://bucks.blogs.nytimes.com/2010/11/05/planning-for-an-aging-parents-financial-needs/,This week’s Your Money column discusses how to take on the role of financial guardian for people with Alzheimer’s and other forms of dementia.,This week’s Your Money column discusses ways to help people with Alzheimer’s disease and other forms of dementia manage their money.,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}]",2010-11-05T20:07:47+0000,article,,Your Money,,nyt://article/f1973866-3962-5699-9ab7-3e5b96bf9a7c,265,,nyt://article/f1973866-3962-5699-9ab7-3e5b96bf9a7c,Planning for an Aging Parent’s Financial Needs,Bucks,,,,,,By Tara Siegel Bernard,"[{'firstname': 'Tara', 'middlename': 'Siegel', 'lastname': 'Bernard', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"The home of an elderly relative of Carl P. Paladino became owned, in turn, by his son, himself, a family trust and a woman who became his mistress.",https://www.nytimes.com/2010/10/28/nyregion/28paladino.html,"The home of an elderly relative of Carl P. Paladino became owned, in turn, by his son, himself, a family trust and a woman who became his mistress."," In 1992, when Alzheimer’s disease had begun stealing the faculties of his Aunt Anna, the widow of his beloved Uncle Pasquale, Carl P. Paladino was appointed to safeguard her affairs. Mr. Paladino had significant credentials to serve as his aunt’s financial guardian: he was an established real estate developer and lawyer, someone who would become rich enough to bankroll his own campaign for governor.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/nyregion/SUB2-Y-PALADINO/SUB2-Y-PALADINO-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/nyregion/SUB2-Y-PALADINO/SUB2-Y-PALADINO-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/28/nyregion/SUB2-Y-PALADINO/SUB2-Y-PALADINO-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'glocations', 'value': 'Buffalo (NY)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Governors (US)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Wills and Estates', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'APPRAISALS AND VALUATION', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Housing and Real Estate', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Medicaid', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Paladino, Carl P', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Mortgages', 'rank': 13, 'major': 'N'}]",2010-10-28T01:19:12+0000,article,Metro,New York,News,nyt://article/bbeeb992-fa6e-5c66-a0c7-fcdd761f64ae,1338,,nyt://article/bbeeb992-fa6e-5c66-a0c7-fcdd761f64ae,Paladino’s Handling of Aunt’s House Involved a Curious Chain of Transactions,,,Paladino’s Handling of Aunt’s House Involved a Curious Chain of Transactions,,,,By Patrick McGeehan,"[{'firstname': 'Patrick', 'middlename': None, 'lastname': 'McGeehan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,26,,Alzheimer
"A discovery by Paul Greengard, an 84-year-old scientist and Nobel winner, has illuminated a new direction.",https://www.nytimes.com/2010/09/02/health/research/02alzheimer.html,"A discovery by Paul Greengard, an 84-year-old scientist and Nobel winner, has illuminated a new direction.","In a year when news about Alzheimer’s disease seems to whipsaw between encouraging and disheartening, a new discovery by an 84-year-old scientist has illuminated a new direction.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/02/us/ALZHEIMERS/ALZHEIMERS-jumbo.jpg', 'height': 1024, 'width': 771, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/02/us/ALZHEIMERS/ALZHEIMERS-popup.jpg', 'height': 500, 'width': 377, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/02/us/ALZHEIMERS/ALZHEIMERS-articleInline.jpg', 'height': 252, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/02/us/ALZHEIMERS/ALZHEIMERS-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/09/02/us/ALZHEIMERS/ALZHEIMERS-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Greengard, Paul', 'rank': 2, 'major': 'N'}]",2010-09-01T17:34:44+0000,article,National,Health,News,nyt://article/c77cb8af-a4a0-50b0-b446-c4a7ed374856,1229,,nyt://article/c77cb8af-a4a0-50b0-b446-c4a7ed374856,Finding Suggests New Aim for Alzheimer’s Drugs,,,Protein Discovery May Set New Target for Alzheimer’s Drugs,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,25,Research,Alzheimer
"Men develop mild cognitive impairment, often a precursor to Alzheimer’s disease, earlier and at higher rates than women, according to a new study.",https://www.nytimes.com/2010/09/14/health/research/14aging.html,"Men develop mild cognitive impairment, often a precursor to Alzheimer’s disease, earlier and at higher rates than women, according to a new study.","Men develop mild cognitive impairment, often a precursor to Alzheimer’s disease, earlier and at higher rates than women, according to a new study of almost 2,000 people in their 70s and 80s. ",The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Men and Boys', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-09-13T20:35:46+0000,article,Science,Health,News,nyt://article/9cf2620f-e6d5-5169-9424-216b159c4b9a,201,,nyt://article/9cf2620f-e6d5-5169-9424-216b159c4b9a,"Aging: Men Face More Forgetting, and Earlier",Vital Signs,,"AGING: Men Face More Forgetting, and Earlier",,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,6,Research,Alzheimer
"Though recent evidence shows two types of tests can detect Alzheimer’s early, so far nothing has been found to prevent or delay the devastating disease.",https://www.nytimes.com/2010/08/29/health/research/29prevent.html,"Though recent evidence shows two types of tests can detect Alzheimer’s early, so far nothing has been found to prevent or delay the devastating disease.","BETHESDA, Md.  The scene was a kind of science court. On trial was the question “Can anything  running on a treadmill, eating more spinach, learning Arabic  prevent Alzheimer’s disease or delay its progression?”",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-jumbo.jpg', 'height': 693, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-popup.jpg', 'height': 440, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-articleInline.jpg', 'height': 129, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/08/29/us/29prevent/29prevent-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Memory', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institutes of Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}]",2010-08-28T22:50:56+0000,article,National,Health,News,nyt://article/7ecbde4d-8093-56d9-8318-452351c6a14a,2027,,nyt://article/7ecbde4d-8093-56d9-8318-452351c6a14a,"Years Later, No Magic Bullet Against Alzheimer’s Disease",,,"Years Later, No Magic Bullet Against Alzheimer’s",,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,Research,Alzheimer
